alias	chrom	source
KI270376.1	chrUn_KI270376v1	ensembl,genbank
NT_187489.1	chrUn_KI270376v1	refseq
HSCHRUN_RANDOM_179	chrUn_KI270378v1	assembly
KI270378.1	chrUn_KI270378v1	ensembl,genbank
NT_187471.1	chrUn_KI270378v1	refseq
HSCHRUN_RANDOM_180	chrUn_KI270379v1	assembly
KI270379.1	chrUn_KI270379v1	ensembl,genbank
NT_187472.1	chrUn_KI270379v1	refseq
HSCHRUN_RANDOM_194	chrUn_KI270381v1	assembly
KI270381.1	chrUn_KI270381v1	ensembl,genbank
NT_187486.1	chrUn_KI270381v1	refseq
HSCHRUN_RANDOM_196	chrUn_KI270382v1	assembly
KI270382.1	chrUn_KI270382v1	ensembl,genbank
NT_187488.1	chrUn_KI270382v1	refseq
HSCHRUN_RANDOM_190	chrUn_KI270383v1	assembly
KI270383.1	chrUn_KI270383v1	ensembl,genbank
NT_187482.1	chrUn_KI270383v1	refseq
HSCHRUN_RANDOM_192	chrUn_KI270384v1	assembly
KI270384.1	chrUn_KI270384v1	ensembl,genbank
NT_187484.1	chrUn_KI270384v1	refseq
HSCHRUN_RANDOM_195	chrUn_KI270385v1	assembly
KI270385.1	chrUn_KI270385v1	ensembl,genbank
NT_187487.1	chrUn_KI270385v1	refseq
HSCHRUN_RANDOM_188	chrUn_KI270386v1	assembly
KI270386.1	chrUn_KI270386v1	ensembl,genbank
NT_187480.1	chrUn_KI270386v1	refseq
HSCHRUN_RANDOM_183	chrUn_KI270387v1	assembly
KI270387.1	chrUn_KI270387v1	ensembl,genbank
NT_187475.1	chrUn_KI270387v1	refseq
HSCHRUN_RANDOM_186	chrUn_KI270388v1	assembly
KI270388.1	chrUn_KI270388v1	ensembl,genbank
NT_187478.1	chrUn_KI270388v1	refseq
HSCHRUN_RANDOM_181	chrUn_KI270389v1	assembly
KI270389.1	chrUn_KI270389v1	ensembl,genbank
NT_187473.1	chrUn_KI270389v1	refseq
HSCHRUN_RANDOM_182	chrUn_KI270390v1	assembly
KI270390.1	chrUn_KI270390v1	ensembl,genbank
NT_187474.1	chrUn_KI270390v1	refseq
HSCHRUN_RANDOM_189	chrUn_KI270391v1	assembly
KI270391.1	chrUn_KI270391v1	ensembl,genbank
NT_187481.1	chrUn_KI270391v1	refseq
HSCHRUN_RANDOM_193	chrUn_KI270392v1	assembly
KI270392.1	chrUn_KI270392v1	ensembl,genbank
NT_187485.1	chrUn_KI270392v1	refseq
HSCHRUN_RANDOM_191	chrUn_KI270393v1	assembly
KI270393.1	chrUn_KI270393v1	ensembl,genbank
NT_187483.1	chrUn_KI270393v1	refseq
HSCHRUN_RANDOM_187	chrUn_KI270394v1	assembly
KI270394.1	chrUn_KI270394v1	ensembl,genbank
NT_187479.1	chrUn_KI270394v1	refseq
HSCHRUN_RANDOM_184	chrUn_KI270395v1	assembly
KI270395.1	chrUn_KI270395v1	ensembl,genbank
NT_187476.1	chrUn_KI270395v1	refseq
HSCHRUN_RANDOM_185	chrUn_KI270396v1	assembly
KI270396.1	chrUn_KI270396v1	ensembl,genbank
NT_187477.1	chrUn_KI270396v1	refseq
HSCHRUN_RANDOM_113	chrUn_KI270411v1	assembly
KI270411.1	chrUn_KI270411v1	ensembl,genbank
NT_187409.1	chrUn_KI270411v1	refseq
HSCHRUN_RANDOM_112	chrUn_KI270412v1	assembly
KI270412.1	chrUn_KI270412v1	ensembl,genbank
NT_187408.1	chrUn_KI270412v1	refseq
HSCHRUN_RANDOM_114	chrUn_KI270414v1	assembly
KI270414.1	chrUn_KI270414v1	ensembl,genbank
NT_187410.1	chrUn_KI270414v1	refseq
HSCHRUN_RANDOM_119	chrUn_KI270417v1	assembly
KI270417.1	chrUn_KI270417v1	ensembl,genbank
NT_187415.1	chrUn_KI270417v1	refseq
HSCHRUN_RANDOM_116	chrUn_KI270418v1	assembly
KI270418.1	chrUn_KI270418v1	ensembl,genbank
NT_187412.1	chrUn_KI270418v1	refseq
HSCHRUN_RANDOM_115	chrUn_KI270419v1	assembly
KI270419.1	chrUn_KI270419v1	ensembl,genbank
NT_187411.1	chrUn_KI270419v1	refseq
HSCHRUN_RANDOM_117	chrUn_KI270420v1	assembly
KI270420.1	chrUn_KI270420v1	ensembl,genbank
NT_187413.1	chrUn_KI270420v1	refseq
HSCHRUN_RANDOM_120	chrUn_KI270422v1	assembly
KI270422.1	chrUn_KI270422v1	ensembl,genbank
NT_187416.1	chrUn_KI270422v1	refseq
HSCHRUN_RANDOM_121	chrUn_KI270423v1	assembly
KI270423.1	chrUn_KI270423v1	ensembl,genbank
NT_187417.1	chrUn_KI270423v1	refseq
HSCHRUN_RANDOM_118	chrUn_KI270424v1	assembly
KI270424.1	chrUn_KI270424v1	ensembl,genbank
NT_187414.1	chrUn_KI270424v1	refseq
HSCHRUN_RANDOM_122	chrUn_KI270425v1	assembly
KI270425.1	chrUn_KI270425v1	ensembl,genbank
NT_187418.1	chrUn_KI270425v1	refseq
HSCHRUN_RANDOM_123	chrUn_KI270429v1	assembly
KI270429.1	chrUn_KI270429v1	ensembl,genbank
NT_187419.1	chrUn_KI270429v1	refseq
HSCHRUN_RANDOM_128	chrUn_KI270435v1	assembly
KI270435.1	chrUn_KI270435v1	ensembl,genbank
NT_187424.1	chrUn_KI270435v1	refseq
HSCHRUN_RANDOM_129	chrUn_KI270438v1	assembly
KI270438.1	chrUn_KI270438v1	ensembl,genbank
NT_187425.1	chrUn_KI270438v1	refseq
HSCHRUN_RANDOM_124	chrUn_KI270442v1	assembly
KI270442.1	chrUn_KI270442v1	ensembl,genbank
NT_187420.1	chrUn_KI270442v1	refseq
HSCHRUN_RANDOM_203	chrUn_KI270448v1	assembly
KI270448.1	chrUn_KI270448v1	ensembl,genbank
NT_187495.1	chrUn_KI270448v1	refseq
HSCHRUN_RANDOM_126	chrUn_KI270465v1	assembly
KI270465.1	chrUn_KI270465v1	ensembl,genbank
NT_187422.1	chrUn_KI270465v1	refseq
HSCHRUN_RANDOM_125	chrUn_KI270466v1	assembly
KI270466.1	chrUn_KI270466v1	ensembl,genbank
NT_187421.1	chrUn_KI270466v1	refseq
HSCHRUN_RANDOM_127	chrUn_KI270467v1	assembly
KI270467.1	chrUn_KI270467v1	ensembl,genbank
NT_187423.1	chrUn_KI270467v1	refseq
HSCHRUN_RANDOM_130	chrUn_KI270468v1	assembly
KI270468.1	chrUn_KI270468v1	ensembl,genbank
NT_187426.1	chrUn_KI270468v1	refseq
HSCHRUN_RANDOM_141	chrUn_KI270507v1	assembly
KI270507.1	chrUn_KI270507v1	ensembl,genbank
NT_187437.1	chrUn_KI270507v1	refseq
HSCHRUN_RANDOM_134	chrUn_KI270508v1	assembly
KI270508.1	chrUn_KI270508v1	ensembl,genbank
NT_187430.1	chrUn_KI270508v1	refseq
HSCHRUN_RANDOM_132	chrUn_KI270509v1	assembly
KI270509.1	chrUn_KI270509v1	ensembl,genbank
NT_187428.1	chrUn_KI270509v1	refseq
HSCHRUN_RANDOM_131	chrUn_KI270510v1	assembly
KI270510.1	chrUn_KI270510v1	ensembl,genbank
NT_187427.1	chrUn_KI270510v1	refseq
HSCHRUN_RANDOM_139	chrUn_KI270511v1	assembly
KI270511.1	chrUn_KI270511v1	ensembl,genbank
NT_187435.1	chrUn_KI270511v1	refseq
HSCHRUN_RANDOM_136	chrUn_KI270512v1	assembly
KI270512.1	chrUn_KI270512v1	ensembl,genbank
NT_187432.1	chrUn_KI270512v1	refseq
HSCHRUN_RANDOM_140	chrUn_KI270515v1	assembly
KI270515.1	chrUn_KI270515v1	ensembl,genbank
NT_187436.1	chrUn_KI270515v1	refseq
HSCHRUN_RANDOM_135	chrUn_KI270516v1	assembly
KI270516.1	chrUn_KI270516v1	ensembl,genbank
NT_187431.1	chrUn_KI270516v1	refseq
HSCHRUN_RANDOM_142	chrUn_KI270517v1	assembly
KI270517.1	chrUn_KI270517v1	ensembl,genbank
NT_187438.1	chrUn_KI270517v1	refseq
HSCHRUN_RANDOM_133	chrUn_KI270518v1	assembly
KI270518.1	chrUn_KI270518v1	ensembl,genbank
NT_187429.1	chrUn_KI270518v1	refseq
HSCHRUN_RANDOM_137	chrUn_KI270519v1	assembly
KI270519.1	chrUn_KI270519v1	ensembl,genbank
NT_187433.1	chrUn_KI270519v1	refseq
HSCHRUN_RANDOM_204	chrUn_KI270521v1	assembly
KI270521.1	chrUn_KI270521v1	ensembl,genbank
NT_187496.1	chrUn_KI270521v1	refseq
HSCHRUN_RANDOM_138	chrUn_KI270522v1	assembly
KI270522.1	chrUn_KI270522v1	ensembl,genbank
NT_187434.1	chrUn_KI270522v1	refseq
HSCHRUN_RANDOM_144	chrUn_KI270528v1	assembly
KI270528.1	chrUn_KI270528v1	ensembl,genbank
NT_187440.1	chrUn_KI270528v1	refseq
HSCHRUN_RANDOM_143	chrUn_KI270529v1	assembly
KI270529.1	chrUn_KI270529v1	ensembl,genbank
NT_187439.1	chrUn_KI270529v1	refseq
HSCHRUN_RANDOM_145	chrUn_KI270530v1	assembly
KI270530.1	chrUn_KI270530v1	ensembl,genbank
NT_187441.1	chrUn_KI270530v1	refseq
HSCHRUN_RANDOM_147	chrUn_KI270538v1	assembly
KI270538.1	chrUn_KI270538v1	ensembl,genbank
NT_187443.1	chrUn_KI270538v1	refseq
HSCHRUN_RANDOM_146	chrUn_KI270539v1	assembly
KI270539.1	chrUn_KI270539v1	ensembl,genbank
NT_187442.1	chrUn_KI270539v1	refseq
HSCHRUN_RANDOM_148	chrUn_KI270544v1	assembly
KI270544.1	chrUn_KI270544v1	ensembl,genbank
NT_187444.1	chrUn_KI270544v1	refseq
HSCHRUN_RANDOM_149	chrUn_KI270548v1	assembly
KI270548.1	chrUn_KI270548v1	ensembl,genbank
NT_187445.1	chrUn_KI270548v1	refseq
HSCHRUN_RANDOM_158	chrUn_KI270579v1	assembly
KI270579.1	chrUn_KI270579v1	ensembl,genbank
NT_187450.1	chrUn_KI270579v1	refseq
HSCHRUN_RANDOM_156	chrUn_KI270580v1	assembly
KI270580.1	chrUn_KI270580v1	ensembl,genbank
NT_187448.1	chrUn_KI270580v1	refseq
HSCHRUN_RANDOM_157	chrUn_KI270581v1	assembly
KI270581.1	chrUn_KI270581v1	ensembl,genbank
NT_187449.1	chrUn_KI270581v1	refseq
HSCHRUN_RANDOM_162	chrUn_KI270582v1	assembly
KI270582.1	chrUn_KI270582v1	ensembl,genbank
NT_187454.1	chrUn_KI270582v1	refseq
HSCHRUN_RANDOM_154	chrUn_KI270583v1	assembly
KI270583.1	chrUn_KI270583v1	ensembl,genbank
NT_187446.1	chrUn_KI270583v1	refseq
HSCHRUN_RANDOM_161	chrUn_KI270584v1	assembly
KI270584.1	chrUn_KI270584v1	ensembl,genbank
NT_187453.1	chrUn_KI270584v1	refseq
HSCHRUN_RANDOM_155	chrUn_KI270587v1	assembly
KI270587.1	chrUn_KI270587v1	ensembl,genbank
NT_187447.1	chrUn_KI270587v1	refseq
HSCHRUN_RANDOM_163	chrUn_KI270588v1	assembly
KI270588.1	chrUn_KI270588v1	ensembl,genbank
NT_187455.1	chrUn_KI270588v1	refseq
HSCHRUN_RANDOM_159	chrUn_KI270589v1	assembly
KI270589.1	chrUn_KI270589v1	ensembl,genbank
NT_187451.1	chrUn_KI270589v1	refseq
HSCHRUN_RANDOM_160	chrUn_KI270590v1	assembly
KI270590.1	chrUn_KI270590v1	ensembl,genbank
NT_187452.1	chrUn_KI270590v1	refseq
HSCHRUN_RANDOM_165	chrUn_KI270591v1	assembly
KI270591.1	chrUn_KI270591v1	ensembl,genbank
NT_187457.1	chrUn_KI270591v1	refseq
HSCHRUN_RANDOM_164	chrUn_KI270593v1	assembly
KI270593.1	chrUn_KI270593v1	ensembl,genbank
NT_187456.1	chrUn_KI270593v1	refseq
HSCHRUN_RANDOM_CTG17	chrUn_KI270741v1	assembly
KI270741.1	chrUn_KI270741v1	ensembl,genbank
NT_187497.1	chrUn_KI270741v1	refseq
HSCHRUN_RANDOM_CTG42	chrUn_KI270742v1	assembly
KI270742.1	chrUn_KI270742v1	ensembl,genbank
NT_187513.1	chrUn_KI270742v1	refseq
HSCHRUN_RANDOM_CTG20	chrUn_KI270743v1	assembly
KI270743.1	chrUn_KI270743v1	ensembl,genbank
NT_187498.1	chrUn_KI270743v1	refseq
HSCHRUN_RANDOM_CTG21	chrUn_KI270744v1	assembly
KI270744.1	chrUn_KI270744v1	ensembl,genbank
NT_187499.1	chrUn_KI270744v1	refseq
HSCHRUN_RANDOM_CTG22	chrUn_KI270745v1	assembly
KI270745.1	chrUn_KI270745v1	ensembl,genbank
NT_187500.1	chrUn_KI270745v1	refseq
HSCHRUN_RANDOM_CTG23	chrUn_KI270746v1	assembly
KI270746.1	chrUn_KI270746v1	ensembl,genbank
NT_187501.1	chrUn_KI270746v1	refseq
HSCHRUN_RANDOM_CTG24	chrUn_KI270747v1	assembly
KI270747.1	chrUn_KI270747v1	ensembl,genbank
NT_187502.1	chrUn_KI270747v1	refseq
HSCHRUN_RANDOM_CTG25	chrUn_KI270748v1	assembly
KI270748.1	chrUn_KI270748v1	ensembl,genbank
NT_187503.1	chrUn_KI270748v1	refseq
HSCHRUN_RANDOM_CTG26	chrUn_KI270749v1	assembly
KI270749.1	chrUn_KI270749v1	ensembl,genbank
NT_187504.1	chrUn_KI270749v1	refseq
HSCHRUN_RANDOM_CTG27	chrUn_KI270750v1	assembly
KI270750.1	chrUn_KI270750v1	ensembl,genbank
NT_187505.1	chrUn_KI270750v1	refseq
HSCHRUN_RANDOM_CTG28	chrUn_KI270751v1	assembly
KI270751.1	chrUn_KI270751v1	ensembl,genbank
NT_187506.1	chrUn_KI270751v1	refseq
HSCHRUN_RANDOM_CTG29	chrUn_KI270752v1	assembly
KI270752.1	chrUn_KI270752v1	ensembl,genbank
HSCHRUN_RANDOM_CTG30	chrUn_KI270753v1	assembly
KI270753.1	chrUn_KI270753v1	ensembl,genbank
NT_187508.1	chrUn_KI270753v1	refseq
HSCHRUN_RANDOM_CTG33	chrUn_KI270754v1	assembly
KI270754.1	chrUn_KI270754v1	ensembl,genbank
NT_187509.1	chrUn_KI270754v1	refseq
HSCHRUN_RANDOM_CTG34	chrUn_KI270755v1	assembly
KI270755.1	chrUn_KI270755v1	ensembl,genbank
NT_187510.1	chrUn_KI270755v1	refseq
HSCHRUN_RANDOM_CTG35	chrUn_KI270756v1	assembly
KI270756.1	chrUn_KI270756v1	ensembl,genbank
NT_187511.1	chrUn_KI270756v1	refseq
HSCHRUN_RANDOM_CTG36	chrUn_KI270757v1	assembly
KI270757.1	chrUn_KI270757v1	ensembl,genbank
NT_187512.1	chrUn_KI270757v1	refseq
CM000685.2	chrX	genbank
NC_000023.11	chrX	refseq
X	chrX	assembly,ensembl
HSCHRX_1_CTG3	chrX_KI270880v1_alt	assembly
KI270880.1	chrX_KI270880v1_alt	genbank
NT_187634.1	chrX_KI270880v1_alt	refseq
HSCHRX_2_CTG12	chrX_KI270881v1_alt	assembly
KI270881.1	chrX_KI270881v1_alt	genbank
NT_187635.1	chrX_KI270881v1_alt	refseq
HSCHRX_2_CTG3	chrX_KI270913v1_alt	assembly
KI270913.1	chrX_KI270913v1_alt	genbank
NT_187667.1	chrX_KI270913v1_alt	refseq
HSCHRX_3_CTG7	chrX_KV766199v1_alt	assembly
KV766199.1	chrX_KV766199v1_alt	genbank
NW_017363820.1	chrX_KV766199v1_alt	refseq
CM000686.2	chrY	genbank
NC_000024.10	chrY	refseq
Y	chrY	assembly
HSCHRY_RANDOM_CTG1	chrY_KI270740v1_random	assembly
KI270740.1	chrY_KI270740v1_random	ensembl,genbank
NT_187395.1	chrY_KI270740v1_random	refseq
HG2062_PATCH	chrY_KN196487v1_fix	assembly
KN196487.1	chrY_KN196487v1_fix	genbank
NW_009646209.1	chrY_KN196487v1_fix	refseq
HG1531_PATCH	chrY_KZ208923v1_fix	assembly
KZ208923.1	chrY_KZ208923v1_fix	genbank
NW_018654725.1	chrY_KZ208923v1_fix	refseq
HG1535_PATCH	chrY_KZ208924v1_fix	assembly
KZ208924.1	chrY_KZ208924v1_fix	genbank
NW_018654726.1	chrY_KZ208924v1_fix	refseq
