#IDX	INTEGRATED QUALITY FLAG	FILENAME		AUTO LOW S/N	UNDER SEQ	LOW LIBRARY COMPLEXITY	REPRODUCIBILITY FAIL		LAB	GRANT	CELLTYPE	HGNC ID	ANTIBODY	ENSEMBL GENE ID	TREATMENT	PROTOCOL	REP	NREPS		NREADS UNIQ MAP READS	NREADS DISTINCT UNIQ MAP	FRAG LEN		FCC	READ LEN	RCC	MINLEN	MINCC	NSC	RSC		NRF	PBC1	PBC2		RESCUE-RATIO (Np' / Nt) (DISTINCT READS)	SELF CONS. RATIO (Ns1/Ns2) (DISTINCT READS)	OPTIMAL PEAKS (DISTINCT READS) max(Np, Nt)		SELF CONS. 2% IDR PEAKS (Ns) (DISTINCT READS)	ORIG. REP. IDR PEAKS (DISTINCT READS)	MIN SELF CONS. 2% IDR PEAKS OVER ALL REPS	MAX SELF CONS. 2% IDR PEAKS OVER ALL REPS	MAX. ORIG. REP. 2% IDR PEAKS (Nt) (DISTINCT READS)	MAXIMAL RELAXED PEAK OVERLAP BETWEEN REPS. (DISTINCT READS)	POOLED CONS. 2% IDR PEAKS (Np) (DISTINCT READS)	POOLED CONS. 1% IDR PEAKS (Np') (DISTINCT READS)	MAXIMAL RELAXED PEAK OVERLAP BETWEEN POOLED PSEUDOREPS. (DISTINCT READS)	TOTAL RELAXED PEAKS PER REP. (DISTINCT READS)	NPEAKS ON POOLED DATA USING DEFAULT MACS P-VALUE 1e-5 (DISTINCT READS)	TOTAL RELAXED PEAKS ON POOLED DATA (DISTINCT READS)
1097	1	wgEncodeSydhTfbsHuvecMaxStdAlnRep2		0	1	0	0		Stanford	Snyder	HUVEC	MAX	Max	ENSG00000125952	None	std	2	2		7664455	7480707	105		0.121023131474867	35	0.1189177	1485	0.09466943	1.278376	1.086826		0.976026	0.981175	58.628065		1.11145752143414	1.26783968719453	9169		3069	8556	3069	3891	8556		9169	7698				
1098	1	wgEncodeSydhTfbsHuvecPol2StdAlnRep1		0	0	0	0		Stanford	Snyder	HUVEC	POLR2A	Pol2	ENSG00000177084	None	std	1	3		8984420	8226674	90		0.14590292053209	35	0.145405	1495	0.1080382	1.350476	1.013324		0.91566	0.923334	13.308237		1.09815354713314	1.35890302066773	12360		2516	7737;9261	1913	3419	9261		12360	10170				
1099	1	wgEncodeSydhTfbsHuvecPol2StdAlnRep2		0	0	0	0		Stanford	Snyder	HUVEC	POLR2A	Pol2	ENSG00000177084	None	std	2	3		9382623	9023625	95		0.142850790664733	35	0.1457775	1490	0.1180439	1.21015	0.8944723		0.961738	0.976179	50.363766		1.26492537313433	1.78724516466283	12360		1913	7737;8040	1913	3419	8040		12360	10170				
1100	1	wgEncodeSydhTfbsHuvecPol2StdAlnRep3		0	0	0	0		Stanford	Snyder	HUVEC	POLR2A	Pol2	ENSG00000177084	None	std	3	3		8134248	7817858	100		0.150155106446471	35	0.1494566	1500	0.107493	1.396883	1.016646		0.961104	0.970597	37.838915		1.09815354713314	1.78724516466283	12360		3419	9261;8040	1913	3419	9261		12360	10170				
1101	1	wgEncodeSydhTfbsImr90CebpbIggrabAlnRep1		0	0	0	0		Stanford	Snyder	IMR90	CEBPB	CEBPB	ENSG00000172216	None	std	1	2		23650773	21461137	115		0.392282012310893	40	0.2974894	1500	0.1912711	2.050922	1.892431		0.907418	0.935514	19.435028		1.0246348203711	1.66296645479152	70506		54680	64885	32881	54680	64885		70506	63325				
1102	1	wgEncodeSydhTfbsImr90CebpbIggrabAlnRep2		0	0	0	0		Stanford	Snyder	IMR90	CEBPB	CEBPB	ENSG00000172216	None	std	2	2		13839952	12970568	115		0.291824391806784	40	0.2097768	1490	0.1331152	2.192269	2.070256		0.937183	0.953715	25.131147		1.0246348203711	1.66296645479152	70506		32881	64885	32881	54680	64885		70506	63325				
1103	1	wgEncodeSydhTfbsImr90CtcfbIggrabAlnRep1		0	0	0	0		Stanford	Snyder	IMR90	CTCF	CTCF_(SC-15914)	ENSG00000102974	None	std	1	2		20001195	17456183	125		0.338479601703586	40	0.2456036	1460	0.1682752	2.011465	2.201058		0.872757	0.887742	9.386102		1.02200261047921	1.11238564194388	46006		35743	42904	35743	39760	42904		46006	43848				
1104	1	wgEncodeSydhTfbsImr90CtcfbIggrabAlnRep2		0	0	0	0		Stanford	Snyder	IMR90	CTCF	CTCF_(SC-15914)	ENSG00000102974	None	std	2	2		19616309	16109658	120		0.459529452486141	40	0.281332	1435	0.1353221	3.39582	2.220448		0.821238	0.871075	9.625468		1.02200261047921	1.11238564194388	46006		39760	42904	35743	39760	42904		46006	43848				
1105	1	wgEncodeSydhTfbsImr90MafkIggrabAlnRep1		0	0	0	0		Stanford	Snyder	IMR90	MAFK	MafK_(ab50322)	ENSG00000198517	None	std	1	2		23213495	21319088	125		0.312782898137585	40	0.2535677	1445	0.2065035	1.514661	2.258178		0.918392	0.939032	18.886688		1.0316833854081	1.15967103731864	40886		29894	37642	25778	29894	37642		40886	36486				
1106	1	wgEncodeSydhTfbsImr90MafkIggrabAlnRep2		0	0	0	0		Stanford	Snyder	IMR90	MAFK	MafK_(ab50322)	ENSG00000198517	None	std	2	2		21415217	19664780	135		0.28409380683859	40	0.2315575	1495	0.1965473	1.445422	2.5006		0.918262	0.932012	16.026623		1.0316833854081	1.15967103731864	40886		25778	37642	25778	29894	37642		40886	36486				
1107	1	wgEncodeSydhTfbsImr90Pol2IggrabAlnRep1		0	0	0	0		Stanford	Snyder	IMR90	POLR2A	Pol2	ENSG00000177084	None	std	1	2		23408962	20674233	105		0.336877910905643	40	0.3234494	1500	0.2364343	1.424827	1.154324		0.883176	0.904686	11.295416		1.08510072468586	1.3922973578146	17674		15545	16321	11165	15545	16321		17674	15041				
1108	1	wgEncodeSydhTfbsImr90Pol2IggrabAlnRep2		0	0	0	0		Stanford	Snyder	IMR90	POLR2A	Pol2	ENSG00000177084	None	std	2	2		22309500	19545018	135		0.280250836846939	35	0.2704746	1500	0.2252206	1.244339	1.21603		0.876085	0.883543	8.669845		1.08510072468586	1.3922973578146	17674		11165	16321	11165	15545	16321		17674	15041				
1109	1	wgEncodeSydhTfbsImr90Rad21IggrabAlnRep1		0	0	0	0		Stanford	Snyder	IMR90	RAD21	Rad21	ENSG00000164754	None	std	1	2		22693836	20555033	110		0.385137175590612	40	0.3018153	1490	0.1880728	2.047809	1.732548		0.905754	0.925766	16.230218		1.01606425702811	1.13955414452343	37452		33022	35167	28978	33022	35167		37452	34611				
1110	1	wgEncodeSydhTfbsImr90Rad21IggrabAlnRep2		0	0	0	0		Stanford	Snyder	IMR90	RAD21	Rad21	ENSG00000164754	None	std	2	2		25158101	22872110	120		0.341015372049433	40	0.2811523	1485	0.2175549	1.567491	1.941282		0.909135	0.91888	13.123506		1.01606425702811	1.13955414452343	37452		28978	35167	28978	33022	35167		37452	34611				
1111	1	wgEncodeSydhTfbsK562Arid3asc8821IggrabAlnRep1		0	0	0	0		Stanford	Snyder	K562	ARID3A	ARID3A_(sc-8821)	ENSG00000116017	None	std	1	2		22706887	20978916	115		0.243316223064804	30	0.2424753	1480	0.2289414	1.062788	1.062132		0.923901	0.92773	13.882211		1.1271349862259	4.64405543398979	9100		6367	8183	1371	6367	8183		9100	7260				
1112	1	wgEncodeSydhTfbsK562Arid3asc8821IggrabAlnRep2		0	0	0	0		Stanford	Snyder	K562	ARID3A	ARID3A_(sc-8821)	ENSG00000116017	None	std	2	2		11441115	10562643	105		0.140192972581032	30	0.1413102	1455	0.1312518	1.068122	0.8889272		0.923218	0.925527	13.40712		1.1271349862259	4.64405543398979	9100		1371	8183	1371	6367	8183		9100	7260				
1113	1	wgEncodeSydhTfbsK562Atf106325StdAlnRep1		0	0	0	0		Harvard	Snyder	K562	ATF1	ATF1_(06-325)	ENSG00000123268	None	std	1	2		24566738	21589102	120		0.251605429144678	35	0.2450372	1480	0.2289055	1.099167	1.407161		0.878794	0.895234	9.768943		1.15169204070364	1.63369143539242	14878		6702	14600	6702	10949	14600		14878	12677				
1114	1	wgEncodeSydhTfbsK562Atf106325StdAlnRep2		0	0	0	0		Harvard	Snyder	K562	ATF1	ATF1_(06-325)	ENSG00000123268	None	std	2	2		27366416	24281400	110		0.278161583028555	35	0.2681698	1485	0.2485667	1.119062	1.509704		0.88727	0.910277	11.980785		1.15169204070364	1.63369143539242	14878		10949	14600	6702	10949	14600		14878	12677				
1115	0	wgEncodeSydhTfbsK562Atf3StdAlnRep1		0	1	0	0		Harvard	Snyder	K562	ATF3	ATF3	ENSG00000162772	None	std	1	2		7499211	7120891	130		0.09761919394233	35	0.1016972	1485	0.09174678	1.064007	0.5901679		0.949552	0.955303	23.196601		1.14697926059513	1.49904761904762	1272		525	1272	525	787	1272		1238	1109				
1116	0	wgEncodeSydhTfbsK562Atf3StdAlnRep2		1	0	0	0		Harvard	Snyder	K562	ATF3	ATF3	ENSG00000162772	None	std	2	2		12082690	11335074	130		0.143398512303587	35	0.1464143	1500	0.1367172	1.04887	0.6890027		0.938125	0.944791	18.564746		1.14697926059513	1.49904761904762	1272		787	1272	525	787	1272		1238	1109				
1117	1	wgEncodeSydhTfbsK562Bach1sc14700IggrabAlnRep1		0	0	0	0		Stanford	Snyder	K562	BACH1	Bach1_(sc-14700)	ENSG00000156273	None	std	1	2		15209273	14145582	130		0.179447323996218	25	0.1788285	1490	0.1660661	1.080577	1.048491		0.930063	0.962467	28.075865		1.05786565862169	1.19983785974868	3882		2960	3638	2467	2960	3638		3882	3439				
1118	1	wgEncodeSydhTfbsK562Bach1sc14700IggrabAlnRep2		0	0	0	0		Stanford	Snyder	K562	BACH1	Bach1_(sc-14700)	ENSG00000156273	None	std	2	2		25875033	22298948	125		0.248305259180262	25	0.2477825	1490	0.2382919	1.042022	1.055081		0.861794	0.869698	7.502854		1.05786565862169	1.19983785974868	3882		2467	3638	2467	2960	3638		3882	3439				
1119	1	wgEncodeSydhTfbsK562Bdp1StdAlnRep1		0	0	0	0		Harvard	Snyder	K562	BDP1	BDP1	ENSG00000145734	None	std	1	3		9543767	8832537	90		0.12106833162121	25	0.1223476	1285	0.1119598	1.081355	0.8768523		0.925477	0.932188	15.079739		1.0554528650647	1.14615384615385	708		447	507;541	390	452	541		708	571				
1120	1	wgEncodeSydhTfbsK562Bdp1StdAlnRep2		0	0	0	0		Harvard	Snyder	K562	BDP1	BDP1	ENSG00000145734	None	std	2	3		10223925	9129812	115		0.12240681341685	25	0.1248085	1410	0.1146873	1.067309	0.7627044		0.892985	0.897109	9.709395		1.1174168297456	1.15897435897436	708		390	507;511	390	452	511		708	571				
1121	1	wgEncodeSydhTfbsK562Bdp1StdAlnRep3		0	0	0	0		Harvard	Snyder	K562	BDP1	BDP1	ENSG00000145734	None	std	3	3		10022488	9042299	100		0.124377907356729	25	0.1241632	1490	0.1142466	1.088679	1.021653		0.902201	0.910683	11.350519		1.0554528650647	1.15897435897436	708		452	541;511	390	452	541		708	571				
1122	1	wgEncodeSydhTfbsK562Bhlhe40nb100IggrabAlnRep1		0	0	0	0		Stanford	Snyder	K562	BHLHE40	BHLHE40_(NB100-1800)	ENSG00000134107	None	std	1	2		24744466	23803112	115		0.293275621452372	30	0.2808794	1500	0.2463613	1.190429	1.359121		0.961957	0.972669	42.020781		1.0333196637277	1.29028839603361	22574		13211	20158	13211	17046	20158		22574	19508				
1123	1	wgEncodeSydhTfbsK562Bhlhe40nb100IggrabAlnRep2		0	0	0	0		Stanford	Snyder	K562	BHLHE40	BHLHE40_(NB100-1800)	ENSG00000134107	None	std	2	2		26699566	25134197	120		0.311284613148267	30	0.2927041	1495	0.2527048	1.231811	1.46452		0.941371	0.953315	23.587528		1.0333196637277	1.29028839603361	22574		17046	20158	13211	17046	20158		22574	19508				
1124	0	wgEncodeSydhTfbsK562Brf1StdAlnRep1		1	1	0	0		Harvard	Snyder	K562	BRF1	BRF1	ENSG00000185024	None	std	1	3		5837508	5418684	110		0.07701774717544	25	0.08070584	1415	0.0734049	1.049218	0.4948465		0.928253	0.931013	14.668552		1.01769911504425	10.7333333333333	257		161	213;226	15	161	226		257	230				
1125	0	wgEncodeSydhTfbsK562Brf1StdAlnRep2		0	1	0	0		Harvard	Snyder	K562	BRF1	BRF1	ENSG00000185024	None	std	2	3		4900256	4639185	105		0.066901049567227	25	0.07136644	1410	0.06304489	1.061165	0.4633944		0.946723	0.949455	20.046212		1.07981220657277	3.86666666666667	257		58	213;179	15	161	213		257	230				
1126	0	wgEncodeSydhTfbsK562Brf1StdAlnRep3		0	1	0	0		Harvard	Snyder	K562	BRF1	BRF1	ENSG00000185024	None	std	3	3		2276671	1927373	85		0.034904255971739	25	0.03703884	1500	0.03148441	1.10862	0.6156968		0.846575	0.853752	7.162565		1.01769911504425	10.7333333333333	257		15	226;179	15	161	226		257	230				
1127	0	wgEncodeSydhTfbsK562Brf2StdAlnRep1		1	0	0	0		Harvard	Snyder	K562	BRF2	BRF2	ENSG00000104221	None	std	1	3		9514785	8863802	100		0.118390784566339	25	0.1214564	1455	0.1129431	1.048234	0.639902		0.931582	0.940986	17.531579		6.17961165048544	1.45098039215686	353		51	1273;179	51	74	1273		353	206				
1128	0	wgEncodeSydhTfbsK562Brf2StdAlnRep2		1	0	0	0		Harvard	Snyder	K562	BRF2	BRF2	ENSG00000104221	None	std	2	3		9715815	9215791	110		0.120782377737699	25	0.1253353	1490	0.1161215	1.040138	0.5058626		0.948535	0.953955	22.371522		6.17961165048544	1.25490196078431	353		64	1273;37	51	74	1273		353	206				
1129	0	wgEncodeSydhTfbsK562Brf2StdAlnRep3		0	0	0	0		Harvard	Snyder	K562	BRF2	BRF2	ENSG00000104221	None	std	3	3		8283888	7181974	105		0.101583826657014	25	0.1016471	1480	0.09453691	1.074541	0.9911048		0.866981	0.868086	7.498115		1.15083798882682	1.45098039215686	353		74	179;37	51	74	179		353	206				
1130	0	wgEncodeSydhTfbsK562Brg1IggmusAlnRep1		0	0	0	0		Stanford	Snyder	K562	SMARCA4	Brg1	ENSG00000127616	None	std	1	2		11366228	10688278	100		0.138510970115926	25	0.1388348	1500	0.132591	1.044648	0.9481334		0.940354	0.947055	19.397789		1.13865030674847	1.24682395644283	2464		687	1856	551	687	1856		2464	1630				
1131	0	wgEncodeSydhTfbsK562Brg1IggmusAlnRep2		1	0	0	0		Stanford	Snyder	K562	SMARCA4	Brg1	ENSG00000127616	None	std	2	2		13993656	12580591	110		0.154486734150128	25	0.1566612	1460	0.1505107	1.026417	0.646461		0.899021	0.905496	10.646438		1.13865030674847	1.24682395644283	2464		551	1856	551	687	1856		2464	1630				
1132	1	wgEncodeSydhTfbsK562Ccnt2StdAlnRep1		0	1	0	0		Harvard	Snyder	K562	CCNT2	CCNT2	ENSG00000082258	None	std	1	2		7847855	6505228	145		0.147071430789105	30	0.1296334	1495	0.08763971	1.678137	1.415252		0.828918	0.833904	5.984017		1.12594395556388	1.04361402095085	20080		9928	16023	9928	10361	16023		20080	18041				
1133	1	wgEncodeSydhTfbsK562Ccnt2StdAlnRep2		0	0	0	0		Harvard	Snyder	K562	CCNT2	CCNT2	ENSG00000082258	None	std	2	2		15168031	10805584	150		0.158416080329828	35	0.1480577	1500	0.1296536	1.221841	1.562833		0.712392	0.706559	3.295133		1.12594395556388	1.04361402095085	20080		10361	16023	9928	10361	16023		20080	18041				
1134	1	wgEncodeSydhTfbsK562CebpbIggrabAlnRep1		0	0	0	0		Stanford	Snyder	K562	CEBPB	CEBPB	ENSG00000172216	None	std	1	2		20229781	18716088	110		0.308668296135399	35	0.2535383	1470	0.1880439	1.641469	1.841753		0.925175	0.954863	29.009467		1.05584457572818	1.45337075676534	38785		27444	35923	18883	27444	35923		38785	34023				
1135	1	wgEncodeSydhTfbsK562CebpbIggrabAlnRep2		0	0	0	0		Stanford	Snyder	K562	CEBPB	CEBPB	ENSG00000172216	None	std	2	2		17226256	16018661	130		0.256420160593606	35	0.2125448	1500	0.1720639	1.490261	2.083853		0.929898	0.948402	22.207986		1.05584457572818	1.45337075676534	38785		18883	35923	18883	27444	35923		38785	34023				
1136	1	wgEncodeSydhTfbsK562CfosStdAlnRep1		0	1	0	0		Yale	Snyder	K562	FOS	c-Fos	ENSG00000170345	None	std	1	3		4139429	3764471	130		0.164520813459611	35	0.1056257	1485	0.05165136	3.185218	2.09117		0.909418	0.933552	17.653213		1.42000826787929	1.86745056119722	7693		3494	4838;4555	1871	3494	4838		7693	6870				
1137	1	wgEncodeSydhTfbsK562CfosStdAlnRep2		0	1	0	0		Yale	Snyder	K562	FOS	c-Fos	ENSG00000170345	None	std	2	3		3817268	3398815	120		0.116927808339656	30	0.08266983	1445	0.04853768	2.409011	2.003687		0.890379	0.901825	10.687767		1.42000826787929	1.6108805901337	7693		2169	4838;3769	1871	3494	4838		7693	6870				
1138	1	wgEncodeSydhTfbsK562CfosStdAlnRep3		0	1	0	0		Yale	Snyder	K562	FOS	c-Fos	ENSG00000170345	None	std	3	3		4126575	3903571	135		0.095150117763932	30	0.07771555	1480	0.05507398	1.727678	1.770025		0.945959	0.955689	24.878455		1.50823271130626	1.86745056119722	7693		1871	4555;3769	1871	3494	4555		7693	6870				
1139	1	wgEncodeSydhTfbsK562Chd2ab68301IggrabAlnRep1		0	0	0	0		Stanford	Snyder	K562	CHD2	CHD2_(AB68301)	ENSG00000173575	None	std	1	2		17044933	15938052	120		0.238225184014392	30	0.2238764	1500	0.178565	1.334109	1.316671		0.935061	0.972689	52.035448		1.06434552666373	1.41739748755629	7872		5980	7245	4219	5980	7245		7872	6807				
1140	1	wgEncodeSydhTfbsK562Chd2ab68301IggrabAlnRep2		0	0	0	0		Stanford	Snyder	K562	CHD2	CHD2_(AB68301)	ENSG00000173575	None	std	2	2		17148172	16430007	135		0.221649601844031	30	0.2119324	1460	0.185465	1.195102	1.367136		0.95812	0.974462	47.542649		1.06434552666373	1.41739748755629	7872		4219	7245	4219	5980	7245		7872	6807				
1141	1	wgEncodeSydhTfbsK562CjunIfna30StdAlnRep1		0	0	0	0		Stanford	Snyder	K562	JUN	c-Jun	ENSG00000177606	IFNa30	std	1	2		12576176	10238667	125		0.146856576261336	35	0.1404499	1440	0.1278249	1.148889	1.507463		0.814132	0.81784	5.3018		1.0784094091291	1.27552742616034	8835		2370	7702	2370	3023	7702		8835	7142				
1142	1	wgEncodeSydhTfbsK562CjunIfna30StdAlnRep2		0	0	1	0		Stanford	Snyder	K562	JUN	c-Jun	ENSG00000177606	IFNa30	std	2	2		16250488	11198666	130		0.162057943237186	35	0.1510084	1495	0.1376466	1.177348	1.826949		0.689128	0.680681	2.863703		1.0784094091291	1.27552742616034	8835		3023	7702	2370	3023	7702		8835	7142				
1143	1	wgEncodeSydhTfbsK562CjunIfna6hStdAlnRep1		0	0	0	0		Yale	Snyder	K562	JUN	c-Jun	ENSG00000177606	IFNa6h	std	1	2		9668978	9245506	115		0.123465056017101	25	0.1267758	1490	0.1156098	1.067947	0.7034989		0.956203	0.962596	28.325629		1.1689497716895	1.69798190675017	5259		1437	5120	1437	2440	5120		5259	4380				
1144	1	wgEncodeSydhTfbsK562CjunIfna6hStdAlnRep2		0	0	0	0		Yale	Snyder	K562	JUN	c-Jun	ENSG00000177606	IFNa6h	std	2	2		10125453	9626299	120		0.130490828678445	25	0.1326876	1395	0.1200261	1.087187	0.826497		0.950703	0.958417	25.401025		1.1689497716895	1.69798190675017	5259		2440	5120	1437	2440	5120		5259	4380				
1145	1	wgEncodeSydhTfbsK562CjunIfng30StdAlnRep1		0	0	0	0		Yale	Snyder	K562	JUN	c-Jun	ENSG00000177606	IFNg30	std	1	2		9526785	8731670	110		0.128553674195532	25	0.1259916	1460	0.1105915	1.162419	1.166371		0.916539	0.928282	14.376339		1.038089980679	1.21522214129643	8595		3337	7522	2746	3337	7522		8595	7246				
1146	1	wgEncodeSydhTfbsK562CjunIfng30StdAlnRep2		0	0	0	0		Yale	Snyder	K562	JUN	c-Jun	ENSG00000177606	IFNg30	std	2	2		8320617	7255969	135		0.11300971897681	35	0.1113797	1355	0.09545283	1.183933	1.102347		0.872047	0.88892	9.215259		1.038089980679	1.21522214129643	8595		2746	7522	2746	3337	7522		8595	7246				
1147	1	wgEncodeSydhTfbsK562CjunIfng6hStdAlnRep1		0	0	0	0		Yale	Snyder	K562	JUN	c-Jun	ENSG00000177606	IFNg6h	std	1	2		9456467	9060071	130		0.120766456855179	25	0.1246761	1480	0.1136922	1.062223	0.6440556		0.958082	0.96696	32.74363		1.06886629579896	2.03742613263296	6610		1523	5213	1523	3103	5213		6610	5572				
1148	1	wgEncodeSydhTfbsK562CjunIfng6hStdAlnRep2		0	1	0	0		Yale	Snyder	K562	JUN	c-Jun	ENSG00000177606	IFNg6h	std	2	2		7864186	7165225	150		0.111383586737516	35	0.1093353	1480	0.09434082	1.180651	1.1366		0.911121	0.927382	14.376672		1.06886629579896	2.03742613263296	6610		3103	5213	1523	3103	5213		6610	5572				
1149	1	wgEncodeSydhTfbsK562CjunStdAlnRep1		0	1	0	0		Yale	Snyder	K562	JUN	c-Jun	ENSG00000177606	None	std	1	2		7662981	7064403	85		0.163039572424688	35	0.1478433	1500	0.09159403	1.780024	1.270159		0.921887	0.945789	20.124268		1.00081813931744	2.56114519427403	9894		6262	8563	2445	6262	8563		9894	8556				
1150	1	wgEncodeSydhTfbsK562CjunStdAlnRep2		0	1	0	0		Yale	Snyder	K562	JUN	c-Jun	ENSG00000177606	None	std	2	2		6008134	5565286	80		0.099186068233843	30	0.09733534	1475	0.07550884	1.313569	1.084793		0.926292	0.938257	17.113044		1.00081813931744	2.56114519427403	9894		2445	8563	2445	6262	8563		9894	8556				
1151	1	wgEncodeSydhTfbsK562CmycIfna30StdAlnRep1		0	1	0	0		Yale	Snyder	K562	MYC	c-Myc	ENSG00000136997	IFNa30	std	1	2		7770914	7611921	140		0.116534131700657	25	0.1175585	1490	0.09896709	1.177504	0.9448992		0.97954	0.985875	84.25476		1.01080909235416	1.48984329657574	7769		2567	6291	1723	2567	6291		7769	6359				
1152	1	wgEncodeSydhTfbsK562CmycIfna30StdAlnRep2		0	0	0	0		Yale	Snyder	K562	MYC	c-Myc	ENSG00000136997	IFNa30	std	2	2		9319453	9151759	105		0.128833262153691	25	0.1327232	1480	0.1172337	1.098944	0.748865		0.982006	0.987329	92.082679		1.01080909235416	1.48984329657574	7769		1723	6291	1723	2567	6291		7769	6359				
1153	1	wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep1		0	1	0	0		Yale	Snyder	K562	MYC	c-Myc	ENSG00000136997	IFNa6h	std	1	2		7435696	7276074	140		0.120164245775302	25	0.1184766	1480	0.09637018	1.246903	1.076344		0.978533	0.983815	70.684009		1.0481955494062	1.22627737226277	10589		3528	9091	2877	3528	9091		10589	8673				
1154	1	wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep2		0	0	0	0		Yale	Snyder	K562	MYC	c-Myc	ENSG00000136997	IFNa6h	std	2	2		10184972	10004016	115		0.140768692740856	35	0.1443104	1495	0.1263196	1.114385	0.8031368		0.982233	0.989015	110.738122		1.0481955494062	1.22627737226277	10589		2877	9091	2877	3528	9091		10589	8673				
1155	1	wgEncodeSydhTfbsK562CmycIfng30StdAlnRep1		0	0	0	0		Stanford	Snyder	K562	MYC	c-Myc	ENSG00000136997	IFNg30	std	1	2		11602295	11144817	95		0.163253638078364	35	0.1590492	1485	0.135029	1.209027	1.175038		0.96057	0.964362	29.062911		1.21153325512138	5.84930253830322	31104		4373	22162	4373	25579	22162		31104	26850				
1156	1	wgEncodeSydhTfbsK562CmycIfng30StdAlnRep2		0	0	0	0		Stanford	Snyder	K562	MYC	c-Myc	ENSG00000136997	IFNg30	std	2	2		16666556	15543013	115		0.309832793570229	40	0.2880514	1500	0.1750789	1.769675	1.192803		0.932587	0.942462	19.167132		1.21153325512138	5.84930253830322	31104		25579	22162	4373	25579	22162		31104	26850				
1157	0	wgEncodeSydhTfbsK562CmycIfng6hStdAlnRep1		0	1	0	0		Yale	Snyder	K562	MYC	c-Myc	ENSG00000136997	IFNg6h	std	1	2		7898781	7749020	90		0.118773434855663	25	0.1229099	1500	0.1017161	1.167696	0.8048257		0.98104	0.987791	102.749302		1.3781512605042	6.83072625698324	19312		1790	11662	1790	12227	11662		19312	16072				
1158	1	wgEncodeSydhTfbsK562CmycIfng6hStdAlnRep2		0	0	0	0		Yale	Snyder	K562	MYC	c-Myc	ENSG00000136997	IFNg6h	std	2	2		11126163	10520243	130		0.206564347488364	35	0.1932836	1500	0.1324732	1.559291	1.218396		0.945541	0.952262	22.222383		1.3781512605042	6.83072625698324	19312		12227	11662	1790	12227	11662		19312	16072				
1159	1	wgEncodeSydhTfbsK562CmycIggrabAlnRep1		0	0	0	0		Stanford	Snyder	K562	MYC	c-Myc	ENSG00000136997	None	std	1	2		17507194	16051558	110		0.264497455166231	30	0.2527713	1500	0.1816569	1.456027	1.164892		0.916855	0.922321	13.230169		1.14635560063759	1.24060553285552	24232		18521	23733	14929	18521	23733		24232	20703				
1160	1	wgEncodeSydhTfbsK562CmycIggrabAlnRep2		0	0	0	0		Stanford	Snyder	K562	MYC	c-Myc	ENSG00000136997	None	std	2	2		22256238	20364947	115		0.262694841025076	35	0.2566405	1495	0.2209292	1.189045	1.169536		0.915022	0.920536	12.716009		1.14635560063759	1.24060553285552	24232		14929	23733	14929	18521	23733		24232	20703				
1161	0	wgEncodeSydhTfbsK562CmycStdAlnRep1		0	1	0	0		Yale	Snyder	K562	MYC	c-Myc	ENSG00000136997	None	std	1	2		4096482	4004151	85		0.07775249548697	30	0.0799232	1475	0.05742322	1.354025	0.9035241		0.977461	0.981459	59.461206		1.13522089333659	2.69736842105263	5053		912	4651	912	2460	4651		5053	4097				
1162	0	wgEncodeSydhTfbsK562CmycStdAlnRep2		0	1	0	0		Yale	Snyder	K562	MYC	c-Myc	ENSG00000136997	None	std	2	2		3975561	3829614	100		0.104325064867552	30	0.0978267	1500	0.05729001	1.820999	1.160308		0.963289	0.966172	31.043191		1.13522089333659	2.69736842105263	5053		2460	4651	912	2460	4651		5053	4097				
1163	1	wgEncodeSydhTfbsK562Corestab24166IggrabAlnRep1		0	0	0	0		Stanford	Snyder	K562	RCOR1	COREST_(ab24166)	ENSG00000089902	None	std	1	2		17773402	17227794	95		0.212661767105095	25	0.2134591	1495	0.1975322	1.076593	0.9499364		0.969302	0.973993	40.450884		1.41248606465998	1.9760289461782	6439		4369	3588	2211	4369	3588		6439	5068				
1164	0	wgEncodeSydhTfbsK562Corestab24166IggrabAlnRep2		1	0	0	0		Stanford	Snyder	K562	RCOR1	COREST_(ab24166)	ENSG00000089902	None	std	2	2		24570863	23596972	100		0.257777572850098	25	0.2602354	1495	0.2500054	1.031088	0.7597429		0.960364	0.965915	30.222456		1.41248606465998	1.9760289461782	6439		2211	3588	2211	4369	3588		6439	5068				
1165	1	wgEncodeSydhTfbsK562Corestsc30189IggrabAlnRep1		0	0	0	0		Stanford	Snyder	K562	RCOR1	COREST_(sc-30189)	ENSG00000089902	None	std	1	2		19187217	18479631	105		0.279445131989791	35	0.2638437	1490	0.2038568	1.370791	1.26008		0.963122	0.969922	36.428927		1.08447159109978	1.86228270162439	35821		26139	32314	14036	26139	32314		35821	29797				
1166	1	wgEncodeSydhTfbsK562Corestsc30189IggrabAlnRep2		0	0	0	0		Stanford	Snyder	K562	RCOR1	COREST_(sc-30189)	ENSG00000089902	None	std	2	2		16141061	15607631	100		0.232538044975646	30	0.2248671	1495	0.1824344	1.27464	1.18078		0.966952	0.971187	36.940906		1.08447159109978	1.86228270162439	35821		14036	32314	14036	26139	32314		35821	29797				
