#Assay	Cell	Target	Treatment	Identifier	N_uniq map reads	MACS FDR 0.01	Self Cons IDR 0.02	Rep Cons IDR 0.01	SPOT	PBC	NSC	RSC	Under seq	Diff rep	Manual low S/N	Auto low S/N	Revoke flag
TF-ChIP-seq	HeLa-S3	BAF155	None	wgEncodeSydhTfbsHelas3Baf155IggmusAlnRep3	12331582	0	7572	9540	0.0366	0.95	1.03	0.87	0	0	1	1	
TF-ChIP-seq	HeLa-S3	BAF170	None	wgEncodeSydhTfbsHelas3Baf170IggmusAlnRep1	11334932	0	2035	3072	0.0087	0.96	1.02	0.73	0	0	1	1	
TF-ChIP-seq	HeLa-S3	BAF170	None	wgEncodeSydhTfbsHelas3Baf170IggmusAlnRep2	11319841	0	852	2359	0.0033	0.96	1.02	0.55	0	0	1	1	
TF-ChIP-seq	HeLa-S3	BAF170	None	wgEncodeSydhTfbsHelas3Baf170IggmusAlnRep3	11685373	0	1850	3072	0.0087	0.96	1.02	0.66	0	0	1	1	
TF-ChIP-seq	HeLa-S3	BDP1	None	wgEncodeSydhTfbsHelas3Bdp1StdAlnRep1	17053897	4	8282	658	0.0253	0.85	1.10	1.14	0	0	0	0	
TF-ChIP-seq	HeLa-S3	BDP1	None	wgEncodeSydhTfbsHelas3Bdp1StdAlnRep2	17937724	3	827	658	0.0116	0.92	1.06	0.74	0	0	1	1	
TF-ChIP-seq	HeLa-S3	BRCA1	None	wgEncodeSydhTfbsHelas3Brca1cIggrabAlnRep1	19921800	5662	7749	5736	0.0458	0.85	1.18	1.72	0	0	0	0	
TF-ChIP-seq	HeLa-S3	BRCA1	None	wgEncodeSydhTfbsHelas3Brca1cIggrabAlnRep2	16816300	597	8107	5736	0.0427	0.9	1.15	1.32	0	0	0	0	
TF-ChIP-seq	HeLa-S3	BRF1	None	wgEncodeSydhTfbsHelas3Brf1StdAlnRep1	18880536	0	1233	443	0.0066	0.9	1.03	0.66	0	0	1	1	
TF-ChIP-seq	HeLa-S3	BRF1	None	wgEncodeSydhTfbsHelas3Brf1StdAlnRep2	17965566	0	978	443	0.0073	0.9	1.04	0.59	0	0	1	1	
TF-ChIP-seq	HeLa-S3	BRF2	None	wgEncodeSydhTfbsHelas3Brf2StdAlnRep1	18233370	0	2040	284	0.0083	0.93	1.03	0.45	0	0	1	1	
TF-ChIP-seq	HeLa-S3	BRF2	None	wgEncodeSydhTfbsHelas3Brf2StdAlnRep2	14575960	0	12049	284	0.0187	0.93	1.05	0.58	0	0	1	1	
TF-ChIP-seq	HeLa-S3	BRG1	None	wgEncodeSydhTfbsHelas3Brg1IggmusAlnRep1	6722584	62825	1596	507	0.0032	0.98	1.02	0.6	1	0	1	1	
TF-ChIP-seq	HeLa-S3	BRG1	None	wgEncodeSydhTfbsHelas3Brg1IggmusAlnRep2	6769095	77380	1277	666	0.0048	0.98	1.03	0.79	1	0	1	1	
TF-ChIP-seq	HeLa-S3	BRG1	None	wgEncodeSydhTfbsHelas3Brg1IggmusAlnRep3	6021124	83225	1783	666	0.0059	0.98	1.03	0.68	1	0	1	1	
TF-ChIP-seq	HeLa-S3	CEBPB	None	wgEncodeSydhTfbsHelas3CebpbIggrabAlnRep1	18141102	98266	57274	38251	0.3518	0.94	3.12	2.02	0	0	0	0	
TF-ChIP-seq	HeLa-S3	CEBPB	None	wgEncodeSydhTfbsHelas3CebpbIggrabAlnRep2	18274041	76306	57520	38251	0.4658	0.9	3.81	1.84	0	0	0	0	
TF-ChIP-seq	HeLa-S3	CFOS	None	wgEncodeSydhTfbsHelas3CfosStdAlnRep1	5036069	2282	10259	16524	0.0532	0.97	1.27	1.11	1	0	0	0	
TF-ChIP-seq	HeLa-S3	CFOS	None	wgEncodeSydhTfbsHelas3CfosStdAlnRep2	4456290	22985	24456	16524	0.1557	0.93	1.99	1.94	1	0	0	0	
TF-ChIP-seq	HeLa-S3	CJUN	None	wgEncodeSydhTfbsHelas3CjunIggrabAlnRep1	18845801	26987	21243	11874	0.0836	0.92	1.22	1.8	0	0	0	0	
TF-ChIP-seq	HeLa-S3	CJUN	None	wgEncodeSydhTfbsHelas3CjunIggrabAlnRep2	15468716	45290	13881	11874	0.0502	0.75	1.13	1.38	0	0	0	0	
TF-ChIP-seq	HeLa-S3	CMYC	None	wgEncodeOpenChromChipHelas3CmycAlnRep1	5665956	4196	1276	3839	0.0077	0.99	1.07	0.45	1	0	1	1	
TF-ChIP-seq	HeLa-S3	CMYC	None	wgEncodeOpenChromChipHelas3CmycAlnRep2	5962680	9255	2345	3839	0.0150	0.95	1.15	0.81	1	0	1	0	
TF-ChIP-seq	HeLa-S3	CMYC	None	wgEncodeSydhTfbsHelas3CmycStdAlnRep1	5247079	19334	9422	8337	0.0798	0.91	1.42	1	1	1	1	0	
TF-ChIP-seq	HeLa-S3	CMYC	None	wgEncodeSydhTfbsHelas3CmycStdAlnRep2	7269531	22478	19692	8337	0.1454	0.96	1.44	1.27	1	0	0	0	
TF-ChIP-seq	HeLa-S3	CTCF	None	wgEncodeBroadHistoneHelas3CtcfStdAlnRep1	19733656	35891	50291	47954	0.2042	0.75	1.54	3.59	0	0	0	0	
TF-ChIP-seq	HeLa-S3	CTCF	None	wgEncodeBroadHistoneHelas3CtcfStdAlnRep2	20429813	45446	50531	47954	0.2939	0.91	2.13	3.52	0	0	0	0	
TF-ChIP-seq	HeLa-S3	CTCF	None	wgEncodeOpenChromChipHelas3CtcfAlnRep1	12666323	51470	52139	54249	0.4089	0.85	7.65	1.87	0	0	0	0	
TF-ChIP-seq	HeLa-S3	CTCF	None	wgEncodeOpenChromChipHelas3CtcfAlnRep2	11870130	55898	53020	54249	0.4513	0.82	8.89	2.12	0	0	0	0	
TF-ChIP-seq	HeLa-S3	CTCF	None	wgEncodeUwTfbsHelas3CtcfStdAlnRep1	7991195	93568	40618	33740	0.3047	0.57	4.20	2.66	1	0	0	0	
TF-ChIP-seq	HeLa-S3	CTCF	None	wgEncodeUwTfbsHelas3CtcfStdAlnRep2	9539745	66103	43553	33740	0.3404	0.95	4.43	1.48	0	0	0	0	
TF-ChIP-seq	HeLa-S3	E2F1	None	wgEncodeSydhTfbsHelas3E2f1StdAlnRep1	15008194	2	4170	2498	0.0394	0.99	1.14	1.12	0	0	0	0	
TF-ChIP-seq	HeLa-S3	E2F1	None	wgEncodeSydhTfbsHelas3E2f1StdAlnRep2	15186706	0	2422	2498	0.0221	0.99	1.07	0.89	0	1	1	1	
TF-ChIP-seq	HeLa-S3	E2F4	None	wgEncodeSydhTfbsHelas3E2f4StdAlnRep1	10996359	0	1602	889	0.0104	0.99	1.09	1.09	0	0	0	0	
TF-ChIP-seq	HeLa-S3	E2F4	None	wgEncodeSydhTfbsHelas3E2f4StdAlnRep2	10498514	6	1703	889	0.0208	0.99	1.13	1.3	0	0	0	0	
TF-ChIP-seq	HeLa-S3	E2F6	None	wgEncodeSydhTfbsHelas3E2f6StdAlnRep1	5606830	2	2760	2137	0.0285	0.99	1.14	1.02	1	1	0	0	
TF-ChIP-seq	HeLa-S3	E2F6	None	wgEncodeSydhTfbsHelas3E2f6StdAlnRep2	7740532	1	4664	2137	0.0384	0.99	1.13	1.17	1	0	0	0	
TF-ChIP-seq	HeLa-S3	ELK4	None	wgEncodeSydhTfbsHelas3Elk4UcdAlnRep1	11502794	10154	4821	5666	0.0216	0.94	1.06	0.88	0	0	0	1	
TF-ChIP-seq	HeLa-S3	ELK4	None	wgEncodeSydhTfbsHelas3Elk4UcdAlnRep2	14967014	12302	6387	5666	0.0307	0.8	1.08	1.4	0	0	0	0	
TF-ChIP-seq	HeLa-S3	GABP	None	wgEncodeHaibTfbsHelas3GabpPcr1xAlnRep1	17204091	52318	6511	7738	0.0593	0.95	1.32	1.08	0	0	0	0	
TF-ChIP-seq	HeLa-S3	GABP	None	wgEncodeHaibTfbsHelas3GabpPcr1xAlnRep2	21251142	18955	9213	7738	0.0781	0.97	1.33	1.29	0	0	0	0	
TF-ChIP-seq	HeLa-S3	GCN5	None	wgEncodeSydhTfbsHelas3Gcn5StdAlnRep1	12900648	0	7182	159	0.0072	0.89	1.05	0.82	0	0	1	1	
TF-ChIP-seq	HeLa-S3	GCN5	None	wgEncodeSydhTfbsHelas3Gcn5StdAlnRep2	16521200	1	2878	159	0.0038	0.92	1.02	0.62	0	0	1	1	
TF-ChIP-seq	HeLa-S3	GTF2F1	None	wgEncodeSydhTfbsHelas3Gtf2f1rapIggrabAlnRep1	13403658	22309	16189	11667	0.0881	0.98	1.09	0.97	0	0	0	0	
TF-ChIP-seq	HeLa-S3	GTF2F1	None	wgEncodeSydhTfbsHelas3Gtf2f1rapIggrabAlnRep2	15790328	159	6394	11667	0.0322	0.97	1.05	0.78	0	0	0	1	
TF-ChIP-seq	HeLa-S3	HAE2F1	None	wgEncodeSydhTfbsHelas3Hae2f1StdAlnRep1	11040445	4326	7521	7161	0.1141	0.98	1.72	1.49	0	0	0	0	
TF-ChIP-seq	HeLa-S3	HAE2F1	None	wgEncodeSydhTfbsHelas3Hae2f1StdAlnRep2	4425552	7552	8117	7161	0.1796	0.98	2.65	1.45	1	0	0	0	
TF-ChIP-seq	HeLa-S3	INI1	None	wgEncodeSydhTfbsHelas3Ini1IggmusAlnRep1	7141889	43860	10305	13600	0.0806	0.93	1.06	0.7	1	0	1	1	
TF-ChIP-seq	HeLa-S3	INI1	None	wgEncodeSydhTfbsHelas3Ini1IggmusAlnRep2	10502380	21100	9599	11602	0.0712	0.95	1.05	0.7	0	0	1	1	
TF-ChIP-seq	HeLa-S3	INI1	None	wgEncodeSydhTfbsHelas3Ini1IggmusAlnRep3	7845655	18269	12828	13600	0.1065	0.93	1.07	0.77	1	0	1	1	
TF-ChIP-seq	HeLa-S3	IRF3	None	wgEncodeSydhTfbsHelas3Irf3IggrabAlnRep1	13228361	274	1194	1213	0.0081	0.97	1.04	0.63	0	0	1	1	
TF-ChIP-seq	HeLa-S3	IRF3	None	wgEncodeSydhTfbsHelas3Irf3IggrabAlnRep2	14794715	625	1529	1213	0.0093	0.92	1.07	1.04	0	0	1	0	
TF-ChIP-seq	HeLa-S3	JUND	None	wgEncodeSydhTfbsHelas3JundIggrabAlnRep1	18526922	57275	32217	18538	0.1668	0.93	1.74	2.25	0	0	0	0	
TF-ChIP-seq	HeLa-S3	JUND	None	wgEncodeSydhTfbsHelas3JundIggrabAlnRep2	15909642	99062	25733	18538	0.1164	0.7	1.35	2.25	0	0	0	0	
TF-ChIP-seq	HeLa-S3	MAX	None	wgEncodeSydhTfbsHelas3MaxStdAlnRep1	5473811	33201	18114	30250	0.1679	0.97	1.62	1.51	1	0	0	0	
TF-ChIP-seq	HeLa-S3	MAX	None	wgEncodeSydhTfbsHelas3MaxStdAlnRep2	5016158	33858	15917	30250	0.1553	0.97	1.63	1.49	1	0	0	0	
TF-ChIP-seq	HeLa-S3	MXI1	None	wgEncodeSydhTfbsHelas3Mxi1bhlhIggrabAlnRep1	19544045	2966	6805	9412	0.0290	0.98	1.04	0.78	0	1	0	1	
TF-ChIP-seq	HeLa-S3	MXI1	None	wgEncodeSydhTfbsHelas3Mxi1bhlhIggrabAlnRep2	13325045	79017	17608	9412	0.1036	0.78	1.21	1.38	0	0	0	0	
TF-ChIP-seq	HeLa-S3	NRF1	None	wgEncodeSydhTfbsHelas3Nrf1IggmusAlnRep1	17854474	0	3089	2433	0.0135	0.84	1.07	0.89	0	0	0	1	
TF-ChIP-seq	HeLa-S3	NRF1	None	wgEncodeSydhTfbsHelas3Nrf1IggmusAlnRep2	7698739	15	6693	2433	0.0291	0.55	1.30	1.24	1	0	0	0	
TF-ChIP-seq	HeLa-S3	NRSF	None	wgEncodeHaibTfbsHelas3NrsfPcr1xAlnRep1	12552411	2	11625	6506	0.2200	0.89	2.49	2.03	0	0	0	0	
TF-ChIP-seq	HeLa-S3	NRSF	None	wgEncodeHaibTfbsHelas3NrsfPcr1xAlnRep2	14669757	3948	13054	6506	0.1294	0.89	1.80	1.95	0	0	0	0	
TF-ChIP-seq	HeLa-S3	P300	None	wgEncodeSydhTfbsHelas3P300n15IggrabAlnRep1	13763525	43536	27794	14912	0.1433	0.96	1.46	1.69	0	0	0	0	
TF-ChIP-seq	HeLa-S3	P300	None	wgEncodeSydhTfbsHelas3P300n15IggrabAlnRep2	12819408	17573	13415	14912	0.0706	0.94	1.21	1.37	0	0	0	0	
TF-ChIP-seq	HeLa-S3	POL2	None	wgEncodeHaibTfbsHelas3Pol2Pcr1xAlnRep1	23684629	35569	28234	21113	0.3637	0.94	1.44	1.39	0	0	0	0	
TF-ChIP-seq	HeLa-S3	POL2	None	wgEncodeHaibTfbsHelas3Pol2Pcr1xAlnRep2	27338748	39931	38709	21113	0.4903	0.91	1.83	1.3	0	0	0	0	
TF-ChIP-seq	HeLa-S3	POL2	None	wgEncodeOpenChromChipHelas3Pol2AlnRep1	6293106	23151	16875	8177	0.3892	0.9	2.08	1.84	1	0	0	0	
TF-ChIP-seq	HeLa-S3	POL2	None	wgEncodeOpenChromChipHelas3Pol2AlnRep2	8379580	11568	7489	8177	0.1296	0.97	1.16	1.06	0	1	0	0	
TF-ChIP-seq	HeLa-S3	POL2	None	wgEncodeSydhTfbsHelas3Pol2StdAlnRep1	6812249	9677	16509	13752	0.3887	0.93	1.53	1.48	1	0	0	0	
TF-ChIP-seq	HeLa-S3	POL2	None	wgEncodeSydhTfbsHelas3Pol2StdAlnRep2	9074507	11285	13662	14928	0.5520	0.94	1.86	1.73	0	0	0	0	
TF-ChIP-seq	HeLa-S3	POL2	None	wgEncodeSydhTfbsHelas3Pol2StdAlnRep3	8796153	12594	17953	14928	0.6042	0.92	2.00	1.38	0	0	0	0	
TF-ChIP-seq	HeLa-S3	POL2B	None	wgEncodeBroadHistoneHelas3Pol2bStdAlnRep1	28568603	25272	9747	3477	0.0338	0.54	1.04	0.83	0	0	1	1	
TF-ChIP-seq	HeLa-S3	POL2B	None	wgEncodeBroadHistoneHelas3Pol2bStdAlnRep2	30270348	17591	9576	3477	0.0478	0.93	1.01	0.34	0	0	1	1	
TF-ChIP-seq	HeLa-S3	POL2S2	None	wgEncodeSydhTfbsHelas3Pol2s2IggrabAlnRep1	16726825	44544	27793	13082	0.2948	0.97	1.27	1.13	0	0	0	0	
TF-ChIP-seq	HeLa-S3	POL2S2	None	wgEncodeSydhTfbsHelas3Pol2s2IggrabAlnRep2	15348520	25249	22316	13082	0.2275	0.97	1.11	1.13	0	0	0	0	
TF-ChIP-seq	HeLa-S3	PRDM1	None	wgEncodeSydhTfbsHelas3Prdm1vIggrabAlnRep1	17284107	720	2999	3255	0.0140	0.86	1.09	1.2	0	0	0	0	
TF-ChIP-seq	HeLa-S3	PRDM1	None	wgEncodeSydhTfbsHelas3Prdm1vIggrabAlnRep2	16929223	2377	5413	3255	0.0254	0.93	1.13	1.32	0	0	0	0	
TF-ChIP-seq	HeLa-S3	RAD21	None	wgEncodeSydhTfbsHelas3Rad21IggrabAlnRep1	11960086	59177	38697	40254	0.2956	0.94	4.09	2.28	0	0	0	0	
TF-ChIP-seq	HeLa-S3	RAD21	None	wgEncodeSydhTfbsHelas3Rad21IggrabAlnRep2	14372381	66267	46270	40254	0.3627	0.92	5.03	2.22	0	0	0	0	
TF-ChIP-seq	HeLa-S3	RFX5	None	wgEncodeSydhTfbsHelas3Rfx5n494IggrabAlnRep1	22024632	35874	33787	6941	0.1521	0.92	1.22	1.38	0	0	0	0	
TF-ChIP-seq	HeLa-S3	RFX5	None	wgEncodeSydhTfbsHelas3Rfx5n494IggrabAlnRep2	16295368	4281	6998	6941	0.0466	0.96	1.14	1.37	0	0	0	0	
TF-ChIP-seq	HeLa-S3	RPC155	None	wgEncodeSydhTfbsHelas3Rpc155StdAlnRep1	18056698	2	2609	2829	0.0766	0.89	1.13	1.06	0	0	0	0	
TF-ChIP-seq	HeLa-S3	RPC155	None	wgEncodeSydhTfbsHelas3Rpc155StdAlnRep2	18364672	1	3582	2829	0.0837	0.89	1.13	1.01	0	0	0	0	
TF-ChIP-seq	HeLa-S3	SMC3	None	wgEncodeSydhTfbsHelas3Smc3ab9263IggrabAlnRep1	24903854	53811	50882	30282	0.2829	0.94	2.32	1.86	0	0	0	0	
TF-ChIP-seq	HeLa-S3	SMC3	None	wgEncodeSydhTfbsHelas3Smc3ab9263IggrabAlnRep2	28646388	22277	28771	30282	0.0950	0.96	1.24	1.95	0	0	0	0	
TF-ChIP-seq	HeLa-S3	SPT20	None	wgEncodeSydhTfbsHelas3Spt20StdAlnRep1	14391317	0	8173	1	0.0085	0.79	1.05	1.15	0	0	0	0	
TF-ChIP-seq	HeLa-S3	SPT20	None	wgEncodeSydhTfbsHelas3Spt20StdAlnRep2	17969982	0	12497	1	0.0134	0.82	1.03	0.9	0	0	1	0	
TF-ChIP-seq	HeLa-S3	STAT3	None	wgEncodeSydhTfbsHelas3Stat3IggrabAlnRep1	13556216	31626	11799	9788	0.0556	0.97	1.15	1.37	0	0	0	0	
TF-ChIP-seq	HeLa-S3	STAT3	None	wgEncodeSydhTfbsHelas3Stat3IggrabAlnRep2	11373598	22025	8476	9788	0.0427	0.98	1.13	1.19	0	0	0	0	
TF-ChIP-seq	HeLa-S3	TAF1	None	wgEncodeHaibTfbsHelas3Taf1Pcr1xAlnRep1	21759544	11217	9463	11182	0.0506	0.83	1.11	1.07	0	0	0	0	
TF-ChIP-seq	HeLa-S3	TAF1	None	wgEncodeHaibTfbsHelas3Taf1Pcr1xAlnRep2	12901231	48693	20078	11182	0.1617	0.94	1.44	1.29	0	0	0	0	
TF-ChIP-seq	HeLa-S3	TBP	None	wgEncodeSydhTfbsHelas3TbpIggrabAlnRep1	13069906	24515	15558	15008	0.1358	0.95	1.34	1.44	0	0	0	0	
TF-ChIP-seq	HeLa-S3	TBP	None	wgEncodeSydhTfbsHelas3TbpIggrabAlnRep2	11530472	28495	14231	15008	0.1335	0.94	1.37	1.37	0	0	0	0	
TF-ChIP-seq	HeLa-S3	TFIIIC110	None	wgEncodeSydhTfbsHelas3Tf3c110StdAlnRep1	18824719	0	2120	2588	0.0132	0.93	1.05	0.69	0	0	0	1	
TF-ChIP-seq	HeLa-S3	TFIIIC110	None	wgEncodeSydhTfbsHelas3Tf3c110StdAlnRep2	18480539	2	2495	2588	0.0159	0.89	1.06	0.84	0	0	0	1	
TF-ChIP-seq	HeLa-S3	TR4	None	wgEncodeSydhTfbsHelas3Tr4StdAlnRep1	15070701	6	1921	1290	0.0192	0.98	1.13	1.25	0	0	0	0	
TF-ChIP-seq	HeLa-S3	TR4	None	wgEncodeSydhTfbsHelas3Tr4StdAlnRep2	10866537	8	2333	1290	0.0286	0.98	1.29	1.36	0	0	0	0	
TF-ChIP-seq	HeLa-S3	USF2	None	wgEncodeSydhTfbsHelas3Usf2IggmusAlnRep1	14569637	1299	15748	6640	0.1089	0.98	1.41	2.3	0	0	0	0	
TF-ChIP-seq	HeLa-S3	USF2	None	wgEncodeSydhTfbsHelas3Usf2IggmusAlnRep2	15872062	5	12749	6640	0.0545	0.97	1.22	1.89	0	0	0	0	
TF-ChIP-seq	HeLa-S3	ZNF274	None	wgEncodeSydhTfbsHelas3Znf274UcdAlnRep1	11815230	7673	360	60	0.0034	0.98	1.02	0.48	0	0	1	1	
TF-ChIP-seq	HeLa-S3	ZNF274	None	wgEncodeSydhTfbsHelas3Znf274UcdAlnRep2	17730872	400	310	60	0.0020	0.98	1.03	0.78	0	0	1	1	
TF-ChIP-seq	HeLa-S3	ZZZ3	None	wgEncodeSydhTfbsHelas3Zzz3StdAlnRep1	13051134	0	3660	279	0.0077	0.95	1.02	0.53	0	0	1	1	
TF-ChIP-seq	HeLa-S3	ZZZ3	None	wgEncodeSydhTfbsHelas3Zzz3StdAlnRep2	12736866	0	3233	279	0.0068	0.95	1.03	0.6	0	0	1	1	
TF-ChIP-seq	HepG2	CEBPB	forskolin	wgEncodeSydhTfbsHepg2CebpbForsklnStdAlnRep1	6532348	51468	21708	17000	0.2263	0.94	3.80	2.07	1	0	0	0	
TF-ChIP-seq	HepG2	CEBPB	forskolin	wgEncodeSydhTfbsHepg2CebpbForsklnStdAlnRep2	4350010	47698	12304	17000	0.1370	0.97	2.83	2.26	1	0	0	0	
TF-ChIP-seq	HepG2	ERRA	forskolin	wgEncodeSydhTfbsHepg2ErraForsklnStdAlnRep1	6745705	4729	1757	727	0.0128	0.97	1.11	0.72	1	0	1	0	
TF-ChIP-seq	HepG2	ERRA	forskolin	wgEncodeSydhTfbsHepg2ErraForsklnStdAlnRep2	3353217	9627	1129	727	0.0092	0.97	1.06	0.29	1	0	1	1	
TF-ChIP-seq	HepG2	GRP20	forskolin	wgEncodeSydhTfbsHepg2Grp20ForsklnStdAlnRep1	5020168	169	460	1115	0.0050	0.98	1.05	0.28	1	0	1	1	
TF-ChIP-seq	HepG2	GRP20	forskolin	wgEncodeSydhTfbsHepg2Grp20ForsklnStdAlnRep2	4868193	1546	796	1115	0.0066	0.98	1.07	0.46	1	0	1	1	
TF-ChIP-seq	HepG2	HNF4A	forskolin	wgEncodeSydhTfbsHepg2Hnf4aForsklnStdAlnRep1	4692114	41307	7589	7065	0.0790	0.96	1.51	1.22	1	0	0	0	
TF-ChIP-seq	HepG2	HNF4A	forskolin	wgEncodeSydhTfbsHepg2Hnf4aForsklnStdAlnRep2	6255591	24760	13020	7065	0.1006	0.98	1.47	1.36	1	0	0	0	
TF-ChIP-seq	HepG2	HSF1	forskolin	wgEncodeSydhTfbsHepg2Hsf1ForsklnStdAlnRep1	4806909	4423	1506	1498	0.0148	0.99	1.15	0.79	1	0	1	0	
TF-ChIP-seq	HepG2	HSF1	forskolin	wgEncodeSydhTfbsHepg2Hsf1ForsklnStdAlnRep2	3648357	16287	1080	1498	0.0134	0.98	1.17	0.73	1	0	1	0	
TF-ChIP-seq	HepG2	PGC1A	forskolin	wgEncodeSydhTfbsHepg2Pgc1aForsklnStdAlnRep1	6592803	121	426	316	0.0035	0.92	1.05	0.32	1	0	1	1	
TF-ChIP-seq	HepG2	PGC1A	forskolin	wgEncodeSydhTfbsHepg2Pgc1aForsklnStdAlnRep2	4165909	5863	10509	316	0.0178	0.94	1.06	0.26	1	0	1	1	
TF-ChIP-seq	HepG2	POL2	forskolin	wgEncodeSydhTfbsHepg2Pol2ForsklnStdAlnRep1	5354225	18592	14010	22666	0.2794	0.96	2.59	1.36	1	0	0	0	
TF-ChIP-seq	HepG2	POL2	forskolin	wgEncodeSydhTfbsHepg2Pol2ForsklnStdAlnRep2	2996455	30328	15266	22666	0.4430	0.94	4.00	1.38	1	0	0	0	
TF-ChIP-seq	HepG2	SREBP1	insulin	wgEncodeSydhTfbsHepg2Srebp1InslnStdAlnRep1	3006009	73	1057	1307	0.0169	0.97	1.31	1.25	1	0		0	
TF-ChIP-seq	HepG2	SREBP1	insulin	wgEncodeSydhTfbsHepg2Srebp1InslnStdAlnRep2	2607696	127	1207	1431	0.0213	0.97	1.40	1.38	1	0	0	0	
TF-ChIP-seq	HepG2	SREBP1	insulin	wgEncodeSydhTfbsHepg2Srebp1InslnStdAlnRep3	2588649	265	1701	1431	0.0365	0.97	1.61	1.7	1	0	0	0	
TF-ChIP-seq	HepG2	ATF3	None	wgEncodeHaibTfbsHepg2Atf3Pcr1xAlnRep2	23811876	2	1657	1077	0.0049	0.91	1.05	1.68	0	0	0	0	
TF-ChIP-seq	HepG2	ATF3	None	wgEncodeHaibTfbsHepg2Atf3V0416101AlnRep1	18808939	6	3210	1077	0.0178	0.79	1.12	1.7	0	0	0	0	
TF-ChIP-seq	HepG2	BHLHE40	None	wgEncodeHaibTfbsHepg2Bhlhe40V0416101AlnRep1	26506924	300000	19402	1130	0.0378	0.02	1.22	1.8	0	0	0	0	
TF-ChIP-seq	HepG2	BHLHE40	None	wgEncodeHaibTfbsHepg2Bhlhe40V0416101AlnRep2	35011685	241	1912	1239	0.0131	0.95	1.03	0.71	0	0	0	1	R
TF-ChIP-seq	HepG2	BHLHE40	None	wgEncodeHaibTfbsHepg2Bhlhe40V0416101AlnRep3	20671098	1	1776	1239	0.0087	0.85	1.08	1.92	0	0	0	0	D
TF-ChIP-seq	HepG2	CEBPB	None	wgEncodeSydhTfbsHepg2CebpbIggrabAlnRep1	13352615	136483	48396	39573	0.2681	0.95	3.24	2.13	0	0	0	0	
TF-ChIP-seq	HepG2	CEBPB	None	wgEncodeSydhTfbsHepg2CebpbIggrabAlnRep2	8105027	122415	20492	39573	0.1132	0.98	1.86	2.05	0	0	0	0	
TF-ChIP-seq	HepG2	CHD2	None	wgEncodeSydhTfbsHepg2Chd21250IggrabAlnRep1	14864911	4059	6676	8310	0.0544	0.99	1.18	1.42	0	0	0	0	
TF-ChIP-seq	HepG2	CHD2	None	wgEncodeSydhTfbsHepg2Chd21250IggrabAlnRep2	18525126	5162	9052	8310	0.0740	0.98	1.19	1.51	0	0	0	0	
TF-ChIP-seq	HepG2	CJUN	None	wgEncodeSydhTfbsHepg2CjunIggrabAlnRep1	14514351	1904	9663	8949	0.0275	0.97	1.07	1.22	0	0	0	0	
TF-ChIP-seq	HepG2	CJUN	None	wgEncodeSydhTfbsHepg2CjunIggrabAlnRep2	15487953	5103	19801	8949	0.0438	0.96	1.10	1.64	0	0	0	0	
TF-ChIP-seq	HepG2	CMYC	None	wgEncodeOpenChromChipHepg2CmycAlnRep1	8727031	15179	8242	8958	0.0472	0.93	1.19	1.11	0	0	1	0	
TF-ChIP-seq	HepG2	CMYC	None	wgEncodeOpenChromChipHepg2CmycAlnRep2	5837818	9759	3377	7908	0.0225	0.97	1.11	0.59	1	0	1	0	
TF-ChIP-seq	HepG2	CMYC	None	wgEncodeOpenChromChipHepg2CmycAlnRep3	5571542	19246	7397	8958	0.0477	0.97	1.20	0.77	1	0	1	0	
TF-ChIP-seq	HepG2	CTCF	None	wgEncodeBroadHistoneHepg2CtcfStdAlnRep1	2239490	75127	25828	32027	0.4123	0.95	5.59	3.63	1	1	0	0	
TF-ChIP-seq	HepG2	CTCF	None	wgEncodeBroadHistoneHepg2CtcfStdAlnRep2	13281902	52357	46612	32027	0.2707	0.93	2.42	3.17	0	0	0	0	
TF-ChIP-seq	HepG2	CTCF	None	wgEncodeHaibTfbsHepg2CtcfV0416101AlnRep1	27839025	79997	64667	47222	0.3934	0.72	4.06	1.62	0	0	0	0	
TF-ChIP-seq	HepG2	CTCF	None	wgEncodeHaibTfbsHepg2CtcfV0416101AlnRep2	27187670	36511	42623	47222	0.1526	0.79	1.56	2.27	0	0	0	0	
TF-ChIP-seq	HepG2	CTCF	None	wgEncodeOpenChromChipHepg2CtcfAlnRep1	5714699	53547	36675	46677	0.2403	0.91	3.99	1.7	1	0	0	0	
TF-ChIP-seq	HepG2	CTCF	None	wgEncodeOpenChromChipHepg2CtcfAlnRep2	5902582	64180	42494	46677	0.3925	0.91	8.18	1.6	1	0	0	0	
TF-ChIP-seq	HepG2	CTCF	None	wgEncodeUwTfbsHepg2CtcfStdAlnRep1	11591797	74632	55916	35932	0.3921	0.91	3.77	1.49	0	0	0	0	
TF-ChIP-seq	HepG2	CTCF	None	wgEncodeUwTfbsHepg2CtcfStdAlnRep2	14145944	134973	54058	35932	0.2427	0.52	2.95	2.11	0	0	0	0	
TF-ChIP-seq	HepG2	ELF1	None	wgEncodeHaibTfbsHepg2Elf1sc631V0416101AlnRep1	19082081	59527	19888	21191	0.1321	0.94	1.48	1.6	0	0	0	0	
TF-ChIP-seq	HepG2	ELF1	None	wgEncodeHaibTfbsHepg2Elf1sc631V0416101AlnRep2	17540012	71451	21383	21191	0.1279	0.96	1.49	1.54	0	0	0	0	
