GCF_946900835.1_NSPWAT	347 Nitrospina watsonii 2023
GCF_023196085.1_ASM2319608v1	Spirosoma liriopis (RP8 2022)
GCF_000374065.1_ASM37406v1	Spirosoma luteum (DSM 19990 2013)
GCF_001988955.1_ASM198895v1	Spirosoma montaniterrae (DY10 2017)
GCF_003002825.1_ASM300282v1	Spirosoma oryzae (DSM 28354 2018)
GCF_021233055.1_ASM2123305v1	Spirosoma oryzicola (RHs26 2021)
GCF_000374025.1_ASM37402v1	Spirosoma panaciterrae (DSM 21099 2013)
GCF_002831565.1_ASM283156v1	Spirosoma pollinicola (Ha7 2017)
GCF_014699005.1_ASM1469900v1	Spirosoma profusum (BT702 2020)
GCF_000974425.1_ASM97442v1	Spirosoma radiotolerans (DG5A 2015)
GCF_012849055.1_ASM1284905v1	Spirosoma rhododendri (CJU-R4 2020)
GCF_002067135.1_ASM206713v1	Spirosoma rigui (KCTC 12531 2017)
GCF_042684525.1_ASM4268452v1	Spirosoma soli (KCTC 42805 2024)
GCF_004138325.1_ASM413832v1	Spirosoma sordidisoli (TY50 2019)
GCF_000374085.1_ASM37408v1	Spirosoma spitsbergense (DSM 19989 2013)
GCF_013127955.1_ASM1312795v1	Spirosoma taeanense (TS118 2020)
GCF_003259005.1_ASM325900v1	Spirosoma telluris (HMF3257 2018)
GCF_010435915.1_ASM1043591v1	Spirosoma terrae (KCTC 52035 2020)
GCF_014282275.1_ASM1428227v1	Spirosoma utsteinense (LMG 31447 2020)
GCF_014699035.1_ASM1469903v1	Spirosoma validum (BT704 2020)
GCF_001890765.1_ASM189076v1	Spirulina major (PCC 6313 2016)
GCF_000314005.1_ASM31400v1	Spirulina subsalsa (PCC 9445 2012)
GCF_030442035.1_ASM3044203v1	Splendidivirga corallicola (BMA10 2023)
GCF_003236385.1_ASM323638v1	Spongiactinospora gelatinilytica (7K107 2018)
GCF_003315795.1_ASM331579v1	Spongiactinospora rosea (LHW63015 2018)
GCF_016906995.1_ASM1690699v1	Spongiibacter marinus (DSM 17750 2021)
GCF_016132545.1_ASM1613254v1	Spongiibacter nanhainus (csc3.9 2020)
GCF_014705705.1_ASM1470570v1	Spongiibacter pelagi (KMU-158 2020)
GCF_023702635.1_ASM2370263v1	Spongiibacter taiwanensis (SPT1 2022)
GCF_012272835.1_ASM1227283v1	Spongiibacter thalassae (KMU-166 2020)
GCF_000420325.1_ASM42032v1	Spongiibacter tropicus (DSM 19543 2013)
GCF_043678055.1_ASM4367805v1	Spongiimicrobium salis (A6F-11 2024)
GCF_010671565.1_ASM1067156v1	Spongiivirga citrea (KCTC 32990 2020)
GCF_044465595.1_ASM4446559v1	Spongisporangium articulatum (NPDC049639 2024)
GCF_900130025.1_IMG-taxon_2585428081_annotated_assembly	Sporanaerobacter acetigenes (DSM 13106 2016)
GCF_002735925.1_ASM273592v1	Sporanaerobium hydrogeniformans (XHS1971 2017)
GCF_039525035.1_ASM3952503v1	Sporichthya brevicatena (JCM 10671 2024)
GCF_000384115.1_ASM38411v1	Sporichthya polymorpha (DSM 43042 2013)
GCF_900130065.1_IMG-taxon_2585428085_annotated_assembly	Sporobacter termitidis (DSM 10068 2016)
GCF_000426725.1_ASM42672v1	Sporocytophaga myxococcoides (DSM 11118 2013)
GCF_009830285.1_ASM983028v1	Sporofaciens musculi (WCA-9-b2 2020)
GCF_016908635.1_ASM1690863v1	Sporohalobacter salinus (DSM 26781 2021)
GCF_006539285.1_ASM653928v1	Sporolactobacillus inulinus (NBRC 13595 2019)
GCF_042660205.1_ASM4266020v1	Sporolactobacillus kofuensis (CCUG 42001 2024)
GCF_000497245.1_DSM442V1	Sporolactobacillus laevolacticus (DSM 442 2013)
GCF_023336505.1_ASM2333650v1	Sporolactobacillus mangiferae (CPB3-1 2022)
GCF_900113325.1_IMG-taxon_2597490367_annotated_assembly	Sporolactobacillus nakayamae (ATCC 700379 2016)
GCF_002802965.1_ASM280296v1	Sporolactobacillus pectinivorans (GD201205 2017)
GCF_014647035.1_ASM1464703v1	Sporolactobacillus putidus (JCM 15325 2020)
GCF_004684935.1_ASM468493v1	Sporolactobacillus shoreae (BK92 2019)
GCF_024125445.1_ASM2412544v1	Sporolactobacillus shoreicorticis (LMG 29111 2022)
GCF_016908935.1_ASM1690893v1	Sporolactobacillus spathodeae (DSM 100968 2021)
GCF_019930545.1_ASM1993054v1	Sporolactobacillus terrae (EFEL7003 2021)
GCF_000246965.1_ASM24696v2	Sporolactobacillus vineae DSM 21990 (SL153 2012)
GCF_900102435.1_IMG-taxon_2599185233_annotated_assembly	Sporolituus thermophilus (DSM 23256 2016)
GCF_002257695.2_SPACI	Sporomusa acidovorans (DSM 3132 2024)
GCF_041428895.1_SATMAO3	Sporomusa aerivorans (DSM 13326 2024)
GCF_041428575.1_SCACP	Sporomusa carbonis (ACPt 2025)
GCF_041428715.1_SMWOGL2	Sporomusa malonica (DSM 5090 2024)
GCF_000445445.2_SOV	Sporomusa ovata (DSM 2662 2024)
GCF_041428605.1_SPX	Sporomusa paucivorans (DSM 3697 2024)
GCF_041428845.1_SRRS	Sporomusa rhizae (DSM 16652 2024)
GCF_002257705.2_SPSIL	Sporomusa silvacetica (DSM 10669 2024)
GCF_001941975.2_SSP	Sporomusa sphaeroides (DSM 2875 2024)
GCF_007641255.1_ASM764125v1	Sporomusa termitida (DSM 4440 2019)
GCF_016765695.1_ASM1676569v1	Sporosalibacterium faouarense (SOL3f37 2021)
GCF_019748715.1_ASM1974871v1	Sporosarcina aquimarina (S/N-308-OC-B4 2021)
GCF_033485195.1_ASM3348519v1	Sporosarcina beigongshangi (JCM 34409 2023)
GCF_009650995.1_ASM965099v1	Sporosarcina cascadiensis (A4 2019)
GCF_042679045.1_ASM4267904v1	Sporosarcina contaminans (CCUG 53915 2024)
GCF_022048975.1_ASM2204897v1	Sporosarcina cyprini (MB25 2022)
GCF_014836415.1_ASM1483641v1	Sporosarcina gallistercoris (Sa3CUA8 2020)
GCF_001274725.1_ASM127472v1	Sporosarcina globispora (DSM 4 2015)
GCF_030433715.1_ASM3043371v1	Sporosarcina highlanderae (F6_3S_P_2 2023)
GCF_033304595.1_ASM3330459v1	Sporosarcina jeotgali (B2O-1 2023)
GCF_013184495.1_ASM1318449v1	Sporosarcina jiandibaonis (LAM9210 2020)
GCF_042655825.1_ASM4265582v1	Sporosarcina koreensis (KACC 11299 2024)
GCF_014873855.1_ASM1487385v1	Sporosarcina limicola (DSM 13886 2020)
GCF_007991495.1_ASM799149v1	Sporosarcina luteola (NBRC 105378 2019)
GCF_900167515.1_IMG-taxon_2596583703_annotated_assembly	Sporosarcina newyorkensis (DSM 23966 2017)
GCF_009651005.1_ASM965100v1	Sporosarcina obsidiansis (A15 2019)
GCF_033304615.1_ASM3330461v1	Sporosarcina oncorhynchi (T2O-4 2023)
GCF_041295575.1_ASM4129557v1	Sporosarcina pasteurii (DSM 33 2024)
GCF_001590685.1_ASM159068v1	Sporosarcina psychrophila (DSM 6497 2016)
GCF_014836615.1_ASM1483661v1	Sporosarcina quadrami (Sa2YVA2 2020)
GCF_033253735.1_ASM3325373v1	Sporosarcina saromensis (KCTC13119 2023)
GCF_042681925.1_ASM4268192v1	Sporosarcina siberiensis (CGMCC 1.12516 2024)
GCF_042655805.1_ASM4265580v1	Sporosarcina soli (KACC 11300 2024)
GCF_042658975.1_ASM4265897v1	Sporosarcina thermotolerans (CCUG 53480 2024)
GCF_030406775.1_ASM3040677v1	Sporosarcina trichiuri (0.2-SM1T-5 2023)
GCF_002081995.1_ASM208199v1	Sporosarcina ureae (S204 2017)
GCF_001753205.1_ASM175320v1	Sporosarcina ureilytica (LMG 22257 2016)
GCF_009932395.1_ASM993239v1	Sporotomaculum syntrophicum (FB 2020)
GCF_007994225.1_ASM799422v1	Stackebrandtia albiflava (DSM 45044 2019)
GCF_006716355.1_ASM671635v1	Stackebrandtia endophytica (DSM 45928 2019)
GCF_000024545.1_ASM2454v1	Stackebrandtia nassauensis (DSM 44728 2010)
GCF_965137155.1_CIP111631T	Stackebrandtia soli (2025)
GCF_009925085.1_ASM992508v1	Stagnihabitans tardus (CYK-10 2020)
GCF_003730135.1_ASM373013v1	Stagnimonas aquatica (THS-13 2018)
GCF_019351405.1_ASM1935140v1	Stakelama flava (CBK3Z-3 2021)
GCF_018122655.1_ASM1812265v1	Stakelama marina (LXI357 2021)
GCF_004361835.1_ASM436183v1	Stakelama pacifica (DSM 25059 2019)
GCF_032229225.1_ASM3222922v1	Stakelama saccharophila (W311 2023)
GCF_014199335.1_ASM1419933v1	Stakelama sediminis (DSM 27203 2020)
GCF_000317575.1_ASM31757v1	Stanieria cyanosphaera (PCC 7437 2012)
GCF_011466855.1_ASM1146685v1	Staphylococcus agnetis (1379 2020)
GCF_024814435.1_ASM2481443v1	Staphylococcus americanisciuri (GRT3 2022)
GCF_002902305.1_ASM290230v1	Staphylococcus argensis (DSM 29875 2018)
GCF_000236925.1_ASM23692v1	Staphylococcus argenteus (MSHR1132 2011)
GCF_025560845.1_ASM2556084v1	Staphylococcus arlettae (IVB6235 2022)
GCA_002085525.1_ASM208552v1	Staphylococcus aureus (JE2 2017)
GCF_000012045.1_ASM1204v1	Staphylococcus aureus subsp. aureus (COL 2005)
GCF_000009645.1_ASM964v1	Staphylococcus aureus subsp. aureus (N315 2003)
GCF_000013425.1_ASM1342v1	Staphylococcus aureus subsp. aureus (NCTC 8325 2006)
GCF_000013465.1_ASM1346v1	Staphylococcus aureus subsp. aureus USA300_FPR3757 (FPR3757 2006)
GCF_016028295.1_ASM1602829v1	Staphylococcus auricularis (FDAARGOS_882 2020)
GCF_001224225.1_7067_4_69	Staphylococcus borealis (51-48 2015)
GCF_900097965.1_12075_1_88	Staphylococcus caeli (82B 2016)
GCF_016238465.1_ASM1623846v1	Staphylococcus caledonicus (H8/1 2020)
GCF_016238445.1_ASM1623844v1	Staphylococcus canis (H16/1A 2020)
GCF_040739365.1_DSM6717	Staphylococcus capitis subsp. urealyticus (DSM 6717 2024)
GCF_003966625.1_ASM396662v1	Staphylococcus caprae (JMUB898 2018)
GCF_016028275.1_ASM1602827v1	Staphylococcus carnosus (FDAARGOS_883 2020)
GCF_030294405.1_ASM3029440v1	Staphylococcus casei (DSM 15096 2023)
GCF_007814525.1_ASM781452v1	Staphylococcus chromogenes (17A 2019)
GCF_022557135.1_ASM2255713v1	Staphylococcus coagulans (1031336 2022)
GCF_900458255.1_44343_D01	Staphylococcus cohnii (NCTC11041 2018)
GCF_900637235.1_50305_D01	Staphylococcus condimenti (NCTC13827 2018)
GCF_900183575.1_SAMEA104055222	Staphylococcus cornubiensis (NW1 2017)
GCF_004684875.1_ASM468487v1	Staphylococcus croceilyticus (CCM 8421 2019)
GCF_003718735.1_ASM371873v1	Staphylococcus debuckii (SDB 2975 2018)
GCF_025558825.1_ASM2555882v1	Staphylococcus delphini (IVB6190 2022)
GCF_900458355.1_50305_E01	Staphylococcus devriesei (NCTC13828 2018)
GCF_015594545.1_ASM1559454v1	Staphylococcus durrellii (27_4_6_LY 2020)
GCF_002614725.1_ASM261472v1	Staphylococcus edaphicus (CCM 8730 2017)
GCF_006094375.1_ASM609437v1	Staphylococcus epidermidis (ATCC 14990 2019)
GCF_000159575.1_ASM15957v1	Staphylococcus epidermidis (BCM-HMP0060 2009)
GCF_016127455.1_ASM1612745v1	Staphylococcus equorum (FDAARGOS_1068 2020)
GCF_003012915.1_ASM301291v1	Staphylococcus felis (ATCC 49168 2018)
GCF_029774255.1_ASM2977425v1	Staphylococcus gallinarum (STP534 2023)
GCF_006094395.1_ASM609439v1	Staphylococcus haemolyticus (ATCC 29970 2019)
GCF_003812505.1_ASM381250v1	Staphylococcus hominis (FDAARGOS_575 2018)
GCF_038789205.1_ASM3878920v1	Staphylococcus hsinchuensis (H164 2024)
GCF_000816085.1_ASM81608v1	Staphylococcus hyicus (ATCC 11249 2015)
GCF_900458545.1_42197_D02	Staphylococcus intermedius (NCTC 11048 2018)
GCF_003019255.1_ASM301925v1	Staphylococcus kloosii (ATCC 43959 2018)
GCF_015775975.1_ASM1577597v1	Staphylococcus lloydii (23_2_7_LY 2020)
GCF_001558775.1_ASM155877v1	Staphylococcus lugdunensis (FDAARGOS_141 2016)
GCF_002101335.1_ASM210133v1	Staphylococcus lutrae (ATCC 700373 2017)
GCF_025519785.1_ASM2551978v1	Staphylococcus marylandisciuri (SQ8-PEA 2022)
GCF_043186315.1_ASM4318631v1	Staphylococcus massiliensis (WGS1515 2024)
GCF_900458705.1_50432_E01	Staphylococcus microti (NCTC13832 2018)
GCF_900187005.1_50569_B01	Staphylococcus muscae (NCTC13833 2017)
GCF_002442935.1_ASM244293v1	Staphylococcus nepalensis (JS11 2017)
GCF_016599795.1_ASM1659979v1	Staphylococcus pasteuri (FDAARGOS_1069 2021)
GCF_900458665.1_50305_H01	Staphylococcus petrasii (NCTC13835 2018)
GCF_002208805.2_ASM220880v2	Staphylococcus pettenkoferi (FDAARGOS_288 2018)
GCF_900186985.1_50377_C01	Staphylococcus piscifermentans (NCTC13836 2017)
GCF_004785665.1_ASM478566v1	Staphylococcus pragensis (CCM 8529 2019)
GCF_016026635.1_ASM1602663v1	Staphylococcus pseudintermedius (FDAARGOS_930 2020)
GCF_044794325.1_ASM4479432v1	Staphylococcus pseudoxylosus (SLM-183 2024)
GCF_020883535.1_ASM2088353v1	Staphylococcus ratti (CCM 9025 2021)
GCF_031297465.1_ASM3129746v1	Staphylococcus rostri (PJFA-333 2023)
GCF_016127715.1_ASM1612771v1	Staphylococcus saccharolyticus (FDAARGOS_1074 2020)
GCF_000010125.1_ASM1012v1	Staphylococcus saprophyticus subsp. saprophyticus NCTC 7292 (ATCC 15305 2005)
GCF_025558325.1_ASM2555832v1	Staphylococcus schleiferi (IVB6183 2022)
GCF_900636685.1_43874_A01	Staphylococcus schweitzeri (NCTC13712 2018)
GCF_017583065.1_ASM1758306v1	Staphylococcus shinii (K22-5M 2021)
GCF_900187055.1_50377_D01	Staphylococcus simiae (NCTC13838 2017)
GCF_025561465.1_ASM2556146v1	Staphylococcus simulans (IVB6189 2022)
GCF_029024945.1_ASM2902494v1	Staphylococcus succinus (DSM 14617 2023)
GCF_025558845.1_ASM2555884v1	Staphylococcus ureilyticus (IVB6236 2022)
GCF_003571725.1_ASM357172v1	Staphylococcus warneri (22.1 2018)
GCF_000709415.1_ASM70941v1	Staphylococcus xylosus (SMQ-121 2014)
GCF_003856495.1_ASM385649v1	Staphylospora marina (SCSIO 07575 2018)
GCF_014050225.1_ASM1405022v1	Stappia albiluteola (F7233 2020)
GCF_009789575.1_ASM978957v1	Stappia indica (PHM037 2019)
GCF_009826895.1_ASM982689v1	Stappia sediminis (BGMRC 2046 2020)
GCF_000423705.1_ASM42370v1	Stappia stellulata (DSM 5886 2013)
GCF_014635285.1_ASM1463528v1	Stappia taiwanensis (CCM 7757 2020)
GCF_902703545.1_STARVERO_assembly	Starkeya nomas (HF14-78462 2019)
GCF_009696165.1_ASM969616v1	Stecheria intestinalis (OilRF-744-GAM-WT-6 2019)
GCF_006738645.1_ASM673864v1	Stella humosa (ATCC 43930 2019)
GCF_963877135.1_ena-yuan-GCF_003003795.1	Stenomitos frigidus ULC18 (2024)
GCF_003052265.1_ASM305226v1	Stenotrophobium rhamnosiphilum (GT1R17 2018)
GCF_014109845.1_ASM1410984v1	Stenotrophomonas acidaminiphila (T0-18 2020)
GCF_013004645.1_ASM1300464v1	Stenotrophomonas africana (ATCC 700475 2020)
GCF_031834615.1_ASM3183461v1	Stenotrophomonas aracearum (A5588 2023)
GCF_013185915.1_ASM1318591v1	Stenotrophomonas bentonitica (DSM 103927 2020)
GCF_001431665.1_ASM143166v1	Stenotrophomonas beteli (LMG 978 2015)
GCF_034961085.1_ASM3496108v1	Stenotrophomonas capsici (MH1 2024)
GCF_032054965.1_ASM3205496v1	Stenotrophomonas chelatiphaga (CTOTU49193 2023)
GCF_008710035.1_ASM871003v1	Stenotrophomonas cyclobalanopsidis (TPQG1-4 2019)
GCF_001431505.1_ASM143150v1	Stenotrophomonas daejeonensis (JCM 16244 2015)
GCF_028752115.1_ASM2875211v1	Stenotrophomonas forensis (DFS-20110405 2023)
GCF_034508895.1_ASM3450889v1	Stenotrophomonas geniculata (FLMAT1 2023)
GCF_001431485.1_ASM143148v1	Stenotrophomonas ginsengisoli (DSM 24757 2015)
GCF_001431415.1_ASM143141v1	Stenotrophomonas humi (DSM 18929 2015)
GCF_004551575.1_ASM455157v1	Stenotrophomonas indicatrix (DAIF1 2019)
GCF_001431525.1_ASM143152v1	Stenotrophomonas koreensis (DSM 17805 2015)
GCF_041956365.1_ASM4195636v1	Stenotrophomonas lactitubi (RW9 2024)
GCF_014836545.1_ASM1483654v1	Stenotrophomonas lacuserhaii (Sa5BUN4 2020)
GCF_000382065.1_ASM38206v1	Stenotrophomonas maltophilia (ATCC 19867 2013)
GCF_000072485.1_ASM7248v1	Stenotrophomonas maltophilia (K279a 2008)
GCF_900186865.1_49243_F02	Stenotrophomonas maltophilia (NCTC10257 2017)
GCF_023556335.1_ASM2355633v1	Stenotrophomonas mori (CPCC 101365 2022)
GCF_024621935.1_ASM2462193v1	Stenotrophomonas muris (DSM 28631 2022)
GCF_009467805.1_ASM946780v1	Stenotrophomonas nematodicola (CPCC 101271 2019)
GCF_017304535.1_ASM1730453v1	Stenotrophomonas nitritireducens (SCN18_13_7_16_R1_B_68_91 2021)
GCF_031834595.1_ASM3183459v1	Stenotrophomonas oahuensis (A5586 2023)
GCF_003046775.1_ASM304677v1	Stenotrophomonas panacihumi (GSS15 2018)
GCF_900101175.1_IMG-taxon_2623620583_annotated_assembly	Stenotrophomonas pavanii (LMG 25348 2016)
GCF_001431585.1_ASM143158v1	Stenotrophomonas pictorum (JCM 9942 2015)
GCF_030549615.1_ASM3054961v1	Stenotrophomonas pigmentata (610A2 2023)
GCF_000661955.1_ASM66195v1	Stenotrophomonas rhizophila (DSM 14405 2014)
GCF_040256885.1_CCG_Sriyadhensis_PB3_1.0	Stenotrophomonas riyadhensis (ESTM1A_MKCTX4_10a 2024)
GCF_041531565.1_ASM4153156v1	Stenotrophomonas sepilia (SMBL8 2024)
GCF_001431465.1_ASM143146v1	Stenotrophomonas terrae (DSM 18941 2015)
GCF_014117215.1_ASM1411721v1	Stenotrophomonas tumulicola (JCM 30961 2020)
GCF_000745895.1_ASM74589v1	Stenoxybacter acetivorans (DSM 19021 2014)
GCF_009932555.1_ASM993255v1	Steroidobacter agaridevorans (SA29-B 2020)
GCF_003104955.1_ASM310495v1	Steroidobacter cummioxidans (35Y 2018)
GCF_001579945.1_ASM157994v1	Steroidobacter denitrificans (DSM 18526 2016)
GCF_042651805.1_ASM4265180v1	Steroidobacter flavus (CGMCC 1.10759 2024)
GCF_016801985.1_ASM1680198v1	Steroidobacter gossypii (S1-65 2021)
GCF_001586935.1_ASM158693v1	Sterolibacterium denitrificans (DSM 13999 2016)
GCF_007745635.1_ASM774563v1	Stieleria bergensis (SV_7m_r 2019)
GCF_007753675.1_ASM775367v1	Stieleria magnilauensis (TBK1r 2019)
GCF_008035925.1_ASM803592v1	Stieleria maiorica (Mal15 2019)
GCF_014154935.1_ASM1415493v1	Stieleria mannarensis (JC639 2020)
GCF_007741555.1_ASM774155v1	Stieleria marina (K23_9 2019)
GCF_007754155.1_ASM775415v1	Stieleria neptunia (Enr13 2019)
GCF_025060895.1_ASM2506089v1	Stieleria sedimenti (ICT_E10.1 2022)
GCF_024129865.1_ASM2412986v1	Stieleria tagensis (TO1_6 2022)
GCF_038443385.1_ASM3844338v1	Stieleria varia (Pla52n 2024)
GCF_028368975.1_ASM2836897v1	Stigmatella ashevillensis (NCWAL01 2023)
GCF_900109545.1_IMG-taxon_2693429895_annotated_assembly	Stigmatella aurantiaca (DSM 17044 2016)
GCF_900111745.1_IMG-taxon_2693429888_annotated_assembly	Stigmatella erecta (DSM 16858 2016)
GCF_020103775.1_ASM2010377v1	Stigmatella hybrida (DSM 14722 2021)
GCF_000242235.1_Lach_bact_ACC2_V1	Stomatobaculum longum (ACC2 2012)
GCF_036336025.1_ASM3633602v1	Stomatohabitans albus (SYSU M7M538 2024)
GCF_007744515.1_ASM774451v1	Stratiformator vulcanicus (Pan189 2019)
GCF_000744705.1_ASM74470v1	Streptacidiphilus albus (JL83 2014)
GCF_042511045.1_ASM4251104v1	Streptacidiphilus alkalitolerans (N1-1 2024)
GCF_000787855.1_ASM78785v1	Streptacidiphilus anmyonensis (NBRC 103185 2014)
GCF_000787775.1_ASM78777v1	Streptacidiphilus carbonis (NBRC 100919 2014)
GCF_042510955.1_ASM4251095v1	Streptacidiphilus cavernicola (N8-3 2024)
GCF_015690355.1_ASM1569035v1	Streptacidiphilus fuscans (NEAU-YB345 2020)
GCF_042510965.1_ASM4251096v1	Streptacidiphilus jeojiensis (N1-10 2024)
GCF_900109465.1_IMG-taxon_2675903135_annotated_assembly	Streptacidiphilus jiangxiensis (CGMCC 4.1857 2016)
GCF_000787835.1_ASM78783v1	Streptacidiphilus melanogenes (NBRC 103184 2014)
GCF_042658505.1_ASM4265850v1	Streptacidiphilus monticola (CGMCC 4.7427 2024)
GCF_000787815.1_ASM78781v1	Streptacidiphilus neutrinimicus (NBRC 100921 2014)
GCF_003258295.1_ASM325829v1	Streptacidiphilus pinicola (MMS16-CNU450 2018)
GCF_000744655.1_ASM74465v1	Streptacidiphilus rugosus (AM-16 2014)
GCF_000237305.1_ASM23730v1	Streptantibioticus cattleyicolor DSM 46488 (NRRL 8057 2011)
GCF_029223525.1_ASM2922352v1	Streptantibioticus ferralitis (JCM 14344 2023)
GCF_019890615.1_ASM1989061v1	Streptantibioticus parmotrematis (Ptm05 2021)
GCF_024436055.1_ASM2443605v1	Streptantibioticus rubrisoli (DSM 42083 2022)
GCF_027947535.2_ASM2794753v2	Streptantibioticus silvisoli (SL54 2023)
GCF_900129375.1_IMG-taxon_2695420942_annotated_assembly	Streptoalloteichus hindustanus (DSM 44523 2016)
GCF_024171885.1_ASM2417188v1	Streptoalloteichus tenebrarius (DSM 40477 2022)
GCF_009733925.1_ASM973392v1	Streptobacillus canis (IHIT1603-19 2019)
GCF_013421525.1_ASM1342152v1	Streptobacillus felis (LHL191014123 2020)
GCF_000024565.1_ASM2456v1	Streptobacillus moniliformis (DSM 12112 2009)
GCF_001902585.1_ASM190258v1	Streptobacillus notomytis (KWG24 2016)
GCF_001891165.1_ASM189116v1	Streptobacillus ratti (OGS16 2016)
GCF_900459045.1_41975_B01	Streptococcus acidominimus (NCTC12957 2018)
GCF_000007265.1_ASM726v1	Streptococcus agalactiae (2603V/R 2002)
GCF_000012705.1_ASM1270v1	Streptococcus agalactiae (A909 2005)
GCF_001552035.1_ASM155203v1	Streptococcus agalactiae (NGBS128 2016)
GCF_042649785.1_ASM4264978v1	Streptococcus alactolyticus (CCUG 27297 2024)
GCF_900636475.1_42197_F01	Streptococcus anginosus (NCTC10713 2018)
GCF_900476055.1_53750_F01	Streptococcus australis (NCTC13166 2018)
GCF_001984715.1_ASM198471v1	Streptococcus azizii (12-5202 2017)
GCF_948472335.1_Marseille-Q6994	Streptococcus bouchesdurhonensis (2023)
GCF_001885095.1_ASM188509v1	Streptococcus bovimastitidis (NZ1587 2016)
GCF_000379985.1_ASM37998v1	Streptococcus caballi (DSM 19004 2013)
GCF_943193075.1_Streptococcus_sp_nov_DSM110150	Streptococcus caecimuris (DSM 110150 2022)
GCF_042656225.1_ASM4265622v1	Streptococcus caledonicus (CCUG 73951 2024)
GCF_900636575.1_42912_C01	Streptococcus canis (NCTC12191 2018)
GCF_042649745.1_ASM4264974v1	Streptococcus caprae (CCUG 67170 2024)
GCF_000425025.1_ASM42502v1	Streptococcus castoreus (DSM 17536 2013)
GCF_011421425.1_ASM1142142v1	Streptococcus catagoni (99-1/2017 2020)
GCF_003086355.1_ASM308635v2	Streptococcus chenjunshii (Z15 2018)
GCF_003626515.1_ASM362651v1	Streptococcus chosunense (ChDC B353 2018)
GCF_016725005.1_ASM1672500v1	Streptococcus constellatus (FDAARGOS_1156 2021)
GCF_900459215.1_44087_A02	Streptococcus criceti (NCTC12277 2018)
GCF_900475445.1_42727_F01	Streptococcus cristatus ATCC 51100 (NCTC 12479 2018)
GCF_001921845.1_ASM192184v1	Streptococcus cuniculi (CCUG 65085 2016)
GCF_007859195.1_ASM785919v1	Streptococcus cuniculipharyngis (CCUG 66496 2019)
GCF_025447695.1_ASM2544769v1	Streptococcus danieliae (DSM 22233 2022)
GCF_034137685.1_ASM3413768v1	Streptococcus dentalis (S1 2023)
GCF_042649885.1_ASM4264988v1	Streptococcus dentapri (CCUG 58728 2024)
GCF_000423725.1_ASM42372v1	Streptococcus devriesei (DSM 19639 2013)
GCF_000380005.1_ASM38000v1	Streptococcus didelphis (DSM 15616 2013)
GCF_900459175.1_52087_B01	Streptococcus downei MFe28 (NCTC 11391 2018)
GCF_004353325.1_ASM435332v1	Streptococcus downii (CECT 9732 2019)
GCF_016128095.1_ASM1612809v1	Streptococcus dysgalactiae (FDAARGOS_1017 2020)
GCF_000380025.1_ASM38002v1	Streptococcus entericus (DSM 14446 2013)
GCF_015689395.1_ASM1568939v1	Streptococcus equi subsp. zooepidemicus (SEZ13 2020)
GCF_900102715.1_IMG-taxon_2608642168_annotated_assembly	Streptococcus equinus (pGA-7 2016)
GCF_040888305.1_ASM4088830v1	Streptococcus fermentans (BJSWXB5TM5 2024)
GCF_900475025.1_41906_G01	Streptococcus ferus (NCTC12278 2018)
GCF_040545695.1_ASM4054569v1	Streptococcus gallinaceus (DSM 15349 2024)
GCF_013267695.1_ASM1326769v1	Streptococcus gallolyticus (FDAARGOS_755 2020)
GCF_035544715.1_ASM3554471v1	Streptococcus gingivalis (S2 2024)
GCF_019046945.1_ASM1904694v1	Streptococcus gordonii (FDAARGOS 1454 2021)
GCF_003627155.1_ASM362715v1	Streptococcus gwangjuense (KCOM 1679 =ChDC B345 2018)
GCF_019774635.1_ASM1977463v1	Streptococcus halichoeri (Shali_VAS-CPH 2021)
GCF_003143695.2_ASM314369v2	Streptococcus halitosis (VT-4 2018)
GCF_001598035.1_ASM159803v1	Streptococcus halotolerans (HTS9 2016)
GCF_040984445.1_ASM4098444v1	Streptococcus handemini (ZJ93 2024)
GCF_000376985.1_ASM37698v1	Streptococcus henryi (DSM 19005 2013)
GCF_043656315.1_ASM4365631v1	Streptococcus hepaticus (20-1249 2024)
GCF_041081565.1_ASM4108156v1	Streptococcus hillyeri (S23-3001-2 2024)
GCF_001708305.1_ASM170830v1	Streptococcus himalayensis (HTS2 2016)
GCF_020089495.2_ASM2008949v2	Streptococcus hohhotensis (IMAU99199 2023)
GCF_014287335.1_ASM1428733v1	Streptococcus hominis (NSJ-17 2020)
GCF_040930515.1_ASM4093051v1	Streptococcus huangxiaojuni (H31 2024)
GCF_019448275.1_ASM1944827v1	Streptococcus humanilactis (IMAU99125 2021)
GCF_050314295.1_ASM5031429v1	Streptococcus hyointestinalis (SGI.104 2025)
GCF_000420785.1_ASM42078v1	Streptococcus hyovaginalis (DSM 12219 2013)
GCF_000188015.2_ASM18801v3	Streptococcus ictaluri (707-05 2011)
GCF_000479335.1_ASM47933v1	Streptococcus ilei (I-G2 2013)
GCF_032595075.1_ASM3259507v1	Streptococcus iners (29887 2023)
GCF_016127275.1_ASM1612727v1	Streptococcus infantarius (FDAARGOS_1019 2020)
GCF_000187465.1_ASM18746v1	Streptococcus infantis (ATCC 700779 2011)
GCF_000831485.1_ASM83148v1	Streptococcus iniae (YSFST01-82 2015)
GCF_900475975.1_46931_F01	Streptococcus intermedius (NCTC11324 2018)
GCF_040225085.1_ASM4022508v1	Streptococcus jiangjianxini (ZJ99 2024)
