SAMPID	SMATSSCR	SMCENTER	SMPTHNTS	SMRIN	SMTS	SMTSD	SMTSISCH	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-WFJO-0926-SM-4LVM2	1	B1	6 pieces, up to 8x3mm; lymphoid tissue with slight autolysis, mucosa has moderate autolysis; abundant lymphoid tissue, up to 5 x 0.8 mm in 2 pieces, small focal lymphoid nodules in 3 and none in 1 piece; ~20% untrimmed muscularis in 3 pieces	7.9	Small Intestine	Small Intestine - Terminal Ileum	0-3 hours	BP-27446	RNA isolation_PAXgene Tissue miRNA	07/16/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.9282816	97601	0.96697456	689	0.93568563	0.8272417	0.31427294	25609	0.7832361	0.7952995	76	44.718075	0.003312656	183	60112857	58558569	0.03267626	546980	62583592	4825298	0.58221006	145283	28267532	42183	0.024342446	0	0.1397328	0.7328628	0.7740382	45865185	0.002512797	12364674	2728825	12527543	161	12621610	9332008	0.0029158911	12662716	50.081287	0.00873999	0.9430897	889	0.21676391	50.327152
GTEX-WFJO-1026-SM-3GIKL	1	B1	2 pieces, 7x6 & 8x7.5mm; central unfixed holes up to 3mm across	7.4	Adipose Tissue	Adipose - Visceral (Omentum)	0-3 hours	BP-27449	RNA isolation_PAXgene Tissue miRNA	07/16/2012	LCSET-2025	09/11/2012	TrueSeq.v1	0.7603607	70068	0.97080195	1139	0.7996447	0.8520281	0.31072515	23553	0.5593209	0.715487	76	27.886967	0.0022531052	172	22634081	57791081	0.02897063	1278400	72270940	6120922	0.6018071	138582	26938690	82938	0.04400877	0	0.11877381	0.44725806	0.6813198	32323762	0.008552234	11564211	2595525	12074210	169	13035046	8973698	0.0052479412	13023623	49.97808	0.01768899	0.8389288	774	0.44067907	51.078754
GTEX-WFJO-1126-SM-4LVLZ	1	B1	6 pieces, up to 10x5mm; all muscularis, no mucosa	8.4	Stomach	Stomach	0-3 hours	BP-27446	RNA isolation_PAXgene Tissue miRNA	07/16/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.9462186	85732	0.98373115	821	0.9510837	0.91042143	0.32287663	23659	0.7978624	0.6898917	76	55.517845	0.0030700173	234	76703408	68406057	0.015978483	476139	71924326	5268390	0.5802491	141915	33301087	59834	0.035229836	0	0.07330972	0.75883394	0.865887	54578620	0.0022046184	14373441	2519510	14603038	203	14616947	12781675	0.0026395312	14653698	50.062782	0.006619999	0.9559488	874	0.20213762	50.396175
GTEX-WFJO-1926-SM-3GILA	1	B1	2 pieces, 13x9 & 15x10mm; central hollow unfixed areas up to 6x4mm	7	Adipose Tissue	Adipose - Subcutaneous	4-7 hours	BP-27451	RNA isolation_PAXgene Tissue miRNA	07/16/2012	LCSET-2025	09/11/2012	TrueSeq.v1	0.7501467	102256	0.9754834	941	0.784917	0.8544804	0.2915476	24564	0.5787177	0.8013038	76	36.396477	0.0021813393	173	28733307	68483150	0.024331195	999785	87248908	7532458	0.63451105	141796	32032969	79051	0.044937707	0	0.12100303	0.45424533	0.6706962	39632411	0.008430157	13843808	3465359	14394811	171	15455089	10392949	0.0051673423	15377905	49.874836	0.011458997	0.8196872	798	0.4212823	50.975616
GTEX-WFJO-2026-SM-4LVM3	1	B1	6 pieces, up to 2x2mm; very good well trimmed samples especially largest	8.9	Salivary Gland	Minor Salivary Gland	4-7 hours	BP-27451	RNA isolation_PAXgene Tissue miRNA	07/16/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.93464994	106511	0.97640914	685	0.94034815	0.8556931	0.32774404	25506	0.79866153	0.7338265	76	51.961567	0.003254227	190	73549453	65403102	0.02312583	452018	69552006	5114052	0.5639433	146312	31689340	41620	0.024919963	0	0.12071607	0.75101995	0.8046494	52234946	0.0024095401	14028408	2863768	14231115	166	14286373	12030014	0.0028344428	14314183	50.048615	0.006498993	0.94604635	869	0.2013384	50.358654
GTEX-WFON-0001-SM-3P61W		B1		9.7	Blood	Cells - EBV-transformed lymphocytes	0-(-3) hours	BP-31430	RNA isolation_Trizol Manual (Cell Pellet)	09/25/2012	LCSET-2386	12/16/2012	TrueSeq.v1	0.88291734	250372	0.97111624	506	0.9114551	0.8575271	0.34769318	24961	0.7454356	0.68472695	76	99.64208	0.0029065118	420	91306362	103677630	0.028600277	1998807	113749576	15500994	0.56946355	138334	48922737	35955	0.02223092	0	0.113589175	0.6794311	0.78159744	77285001	0.002901353	21494634	7737043	21767327	339	23018306	23228353	0.0029040133	23015539	49.996998	0.017571995	0.9399928	910	0.25456434	50.315166
GTEX-WFON-0003-SM-3G3S8		B1			Blood	Whole Blood	0-(-3) hours	BP-26542	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	06/22/2012	GTExBatch8_36_Om5_Jul12	09/05/2012	Illumina OMNI SNP Array																																													
GTEX-WFON-0003-SM-3G3T9		B1			Blood	Whole Blood	0-(-3) hours	BP-26542	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	06/22/2012	GTExBatch8_Exome_Jul12	08/23/2012	Illumina Human Exome SNP Array																																													
GTEX-WFON-0005-SM-3NMC9		B1		7.4	Blood	Whole Blood	0-(-3) hours	BP-26649	RNA isolation_PAXgene Blood RNA (Manual)	06/26/2012	LCSET-2385	12/16/2012	TrueSeq.v1	0.91224146	59743	0.9497439	845	0.9257567	0.8934483	0.2776198	20630	0.33785203	0.71540314	76	64.479485	0.003175811	285	18034941	100848042	0.050153993	5286218	108935794	13968644	0.6552142	119947	48550572	67979	0.04674319	0	0.056295592	0.3127688	0.8271158	34071716	0.0032908027	21605008	24560648	22371595	290	22604040	23847505	0.0032324677	22605868	50.00202	0.048525997	0.939272	847	0.662148	50.87159
GTEX-WFON-0126-SM-4LVM9	1	B1	2 pieces  ~8x8mm	5.8	Spleen	Spleen	0-3 hours	BP-27449	RNA isolation_PAXgene Tissue miRNA	07/16/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.92086196	98209	0.96431094	866	0.927539	0.86097443	0.27400798	25029	0.72634435	0.83297163	76	49.727806	0.0034397999	210	50097060	65037826	0.035098836	1423900	70118694	5171242	0.6708977	141983	31319436	59876	0.03311887	0	0.10333644	0.6737127	0.7985874	47239858	0.0026589464	13633202	3910139	13829671	186	13911438	9505924	0.003052184	13950214	50.069588	0.020306995	0.93421614	841	0.27365565	50.3577
GTEX-WFON-0226-SM-3GIKR	1	B1	2 pieces  ~8x6	8.4	Heart	Heart - Atrial Appendage	0-3 hours	BP-27449	RNA isolation_PAXgene Tissue miRNA	07/16/2012	LCSET-2025	09/11/2012	TrueSeq.v1	0.7926669	52548	0.9795065	1355	0.8297912	0.9105324	0.26145473	22482	0.4192672	0.6905033	76	25.805407	0.001998046	175	16077825	67422669	0.020282999	1775693	81252574	6817852	0.6142151	136099	31652311	111292	0.059681866	0	0.068974115	0.34790424	0.75555176	28268116	0.008372082	13607616	2917918	14358096	190	15279639	9195560	0.0050424794	15262837	49.972492	0.02185399	0.8669154	762	0.5807327	51.341785
GTEX-WFON-0326-SM-3GIKX	1	B1	2 pieces  ~10x9mm.  Minimal ischemic changes	8.2	Heart	Heart - Left Ventricle	0-3 hours	BP-27449	RNA isolation_PAXgene Tissue miRNA	07/16/2012	LCSET-2025	09/11/2012	TrueSeq.v1	0.8193301	58967	0.98484534	1154	0.855934	0.924482	0.28318396	22179	0.4646493	0.7000705	76	38.95917	0.002074403	187	22883128	81846850	0.014965206	2229255	95622850	7090338	0.6347122	134135	38497080	86039	0.04582888	0	0.060363438	0.39770913	0.7912956	38030081	0.008436186	16784974	3583497	17778172	229	18849202	11304619	0.005119264	18743431	49.85932	0.023312995	0.892538	792	0.5353507	51.43679
GTEX-WFON-0426-SM-3GIL4	1	B1	2 pieces  ~1x7mm.  Abundant vessels, bronchial/bronchiolar epithelial elements present, encircled.  Minute focus of bronchial cartilage in one, delineated	8.4	Lung	Lung	0-3 hours	BP-27449	RNA isolation_PAXgene Tissue miRNA	07/16/2012	LCSET-2025	09/11/2012	TrueSeq.v1	0.7682224	109555	0.9757052	840	0.8059523	0.85073906	0.27379677	25989	0.6953859	0.77118856	76	53.12325	0.0021090517	190	55598362	80745830	0.02405739	827343	100186862	9343794	0.6092297	147595	37645256	54033	0.030853257	0	0.12496619	0.5604479	0.68565506	56149512	0.008529875	16391485	3867686	16931515	193	18264681	14211787	0.0051691714	18331168	50.09084	0.008257999	0.8436821	854	0.3046141	50.8103
GTEX-WFON-0526-SM-4LVLY	1	B1	6 pieces  ~8x1.5mm	7.4	Blood Vessel	Artery - Aorta	0-3 hours	BP-27449	RNA isolation_PAXgene Tissue miRNA	07/16/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.94096166	79428	0.98140556	811	0.94729954	0.8995399	0.3069741	23322	0.79346234	0.72311634	76	51.407715	0.0031497963	196	69007823	63048544	0.018265624	331116	66556080	4737016	0.57479376	139301	30602476	59463	0.03317659	0	0.08186571	0.7516465	0.8521337	50026644	0.0023514784	13077028	1850665	13284766	175	13334803	12419082	0.002753308	13384103	50.092255	0.0049749925	0.9536374	845	0.20653768	50.394012
GTEX-WFON-0626-SM-4LVLX	1	B1	2 pieces, one ~9x9mm with attached 7x3mm adherent/interstital fat; the other ~6x2mm with adherent 11x6mm fat, delineated.  Parenchyma well preserved, few Islets seen.  Patchy fibrosis.	7.6	Pancreas	Pancreas	0-3 hours	BP-27449	RNA isolation_PAXgene Tissue miRNA	07/16/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.91797054	104802	0.98002344	716	0.9249374	0.8865473	0.3178919	24124	0.6714552	0.7320257	76	46.988503	0.003290322	199	38692664	64498308	0.019822178	554583	69732614	5145578	0.5839982	142694	31093316	49954	0.03170674	0	0.093476094	0.62105405	0.8200008	43307725	0.0024869004	14021722	3788834	14350632	165	14303457	15197524	0.0028916367	14496632	50.335377	0.007952993	0.9319044	861	0.3285448	50.57963
GTEX-WFON-0826-SM-4LVMI	1	B1	6 pieces 9x1.5mm.  Squamous mucosa, well preserved, is ~20% of thickness.  Presumed switch with 0925 below.	8.7	Esophagus	Esophagus - Mucosa	0-3 hours	BP-27751	RNA isolation_PAXgene Tissue miRNA	07/23/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.940323	84645	0.98024815	880	0.9457877	0.8922113	0.30317882	23591	0.7649573	0.67302686	76	41.57193	0.0031671093	163	48133581	52153936	0.01953653	413961	55143382	4043284	0.5839604	140540	25335679	62429	0.035191033	0	0.08803683	0.72348726	0.8438425	39895538	0.0023226645	11177595	2199063	11362743	138	11367238	10550573	0.0027473266	11433119	50.144474	0.007506993	0.95125246	847	0.23504263	50.410706
GTEX-WFON-0926-SM-4LVMK	1	B1	6 pieces  ~9x3mm, all muscularis, presumed switch with 0825	7.8	Esophagus	Esophagus - Muscularis	0-3 hours	BP-27751	RNA isolation_PAXgene Tissue miRNA	07/23/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.94219816	80621	0.9807101	739	0.9475666	0.8932403	0.3123224	23532	0.76000464	0.7676616	76	48.744232	0.0031433527	197	55477663	61834875	0.019063804	530535	65256494	4670216	0.57222843	140213	30058563	53942	0.031590976	0	0.087469846	0.720155	0.8464046	46994792	0.0022915024	12806266	2513857	13051885	176	13056972	10492821	0.0027198407	13094569	50.071884	0.008129995	0.952935	868	0.23999536	50.474934
GTEX-WFON-1026-SM-4LVMD	1	B1	6 pieces,  ~8x4mm, all muscularis, excellent specimens	7.6	Esophagus	Esophagus - Gastroesophageal Junction	0-3 hours	BP-27451	RNA isolation_PAXgene Tissue miRNA	07/16/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.94206524	209286	0.98199224	559	0.947858	0.9058542	0.33943334	26148	0.66353786	0.77474856	76	104.34318	0.0031541323	543	81611624	141317701	0.017762553	1176333	149091638	10938316	0.56551313	148295	68692285	43296	0.026321804	0	0.076138034	0.6289396	0.8586212	93769642	0.0023394413	29637458	5563090	30176935	489	30188157	24607236	0.0027492763	30358439	50.140625	0.00789	0.9536507	884	0.33646217	50.450962
GTEX-WFON-1126-SM-4LVMA	1	B1	6 pieces, muscoa is ~20-25% of thickness; remarkably well-preserved	6.4	Stomach	Stomach	0-3 hours	BP-27451	RNA isolation_PAXgene Tissue miRNA	07/16/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.93932796	64314	0.9846341	918	0.94506556	0.9027273	0.3210637	23343	0.5282629	0.70929563	76	36.559856	0.003242378	187	22997103	66824959	0.0152354445	1292778	70709334	5065214	0.61237705	138801	32501226	71028	0.039348643	0	0.08190682	0.4992431	0.8531365	35301149	0.0024286814	14867050	11173963	15281222	189	15261527	11507118	0.0028379997	15246199	49.97488	0.018282989	0.9508032	831	0.47173706	50.686893
GTEX-WFON-1226-SM-3TW8F	1	B1	2 pieces  ~8x7mm	6.8	Adipose Tissue	Adipose - Visceral (Omentum)	4-7 hours	BP-27751	RNA isolation_PAXgene Tissue miRNA	07/23/2012	LCSET-2622	01/26/2013	TrueSeq.v1	0.91771644	115656	0.9765636	717	0.9261795	0.88764906	0.3050326	25286	0.75793666	0.7210584	76	64.44468	0.002491993	302	75808630	84864716	0.023155417	1249908	91628796	12069540	0.59271836	145875	41209603	48550	0.028778642	0	0.0889145	0.7019854	0.8221224	64322079	0.0026716725	17938469	4381770	18238530	295	18408222	14587153	0.0025810117	18424818	50.02253	0.013640995	0.93464255	866	0.24206333	50.41471
GTEX-WFON-1326-SM-4LVMN	2	B1	6 pieces,  ~9x2mm.    Muscularis and fat, presumed sigmoid aliquots 1525 below	5.9	Colon	Colon - Sigmoid	4-7 hours	BP-27751	RNA isolation_PAXgene Tissue miRNA	07/23/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.9356364	73001	0.9777333	798	0.94294244	0.8729553	0.3091863	24566	0.7217852	0.7827842	76	40.45321	0.0032847954	181	44239125	59687243	0.022043705	600073	63298930	4804806	0.56882125	144526	28920493	59647	0.033187963	0	0.104778014	0.68060184	0.8231466	43081369	0.0024707622	12560644	2299080	12817085	171	12873183	9571076	0.0028809323	12898810	50.04972	0.0094799865	0.95024836	839	0.27821478	50.505253
GTEX-WFON-1426-SM-4LVMT	2	B1	6 pieces  ~10x3mm.  Mucosa variably but moderately preserved,  ~10-15% of thickness	7.1	Colon	Colon - Transverse	4-7 hours	BP-27751	RNA isolation_PAXgene Tissue miRNA	07/23/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.93167156	76555	0.9791454	861	0.9368802	0.89479697	0.28998715	24155	0.7028281	0.7473025	76	44.958385	0.0032520855	186	40479456	59400203	0.019872239	896379	63402136	4701794	0.61847556	141236	28773729	62465	0.03571553	0	0.084348366	0.6584657	0.8383176	41748131	0.0023947223	12829778	3072014	13097090	173	13115019	8943492	0.002825787	13095671	49.963093	0.014137994	0.9420888	820	0.29717192	50.515514
GTEX-WFON-1526-SM-4LVMP	2	B1	6 pieces  ~9x2.5mm.  Small bowel mucosa (delineated) with scattered lymphoid aggregates, encircled.  Should be relabled as ileum, presumed switch with 1325 above	7.4	Small Intestine	Small Intestine - Terminal Ileum	4-7 hours	BP-27751	RNA isolation_PAXgene Tissue miRNA	07/23/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.9432646	67040	0.9790135	877	0.94864064	0.889694	0.32370272	23972	0.76452255	0.7340073	76	41.843925	0.0031494966	178	51379678	56018481	0.020750474	579529	59051316	4377668	0.58295155	142563	27240719	61762	0.03628272	0	0.08931949	0.7252572	0.84399986	42827390	0.0023203986	11709361	2228146	11939189	160	11944042	9480846	0.0027372967	11971438	50.057278	0.0098139895	0.95401675	851	0.23547749	50.485924
GTEX-WFON-1626-SM-4LVMV	1	B1	2 pieces, diffuse glandular hyperplasia.  Large adherent 6mm fatty nubbin attached to one aliquot, encircled/delineated	7.1	Prostate	Prostate	0-3 hours	BP-27751	RNA isolation_PAXgene Tissue miRNA	07/23/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.9327785	84167	0.9648735	854	0.9393758	0.822953	0.28577644	25644	0.8074053	0.7869961	76	38.812313	0.0032787682	166	60924543	51771311	0.03494221	872705	55112460	4139646	0.60703844	146703	25057008	60093	0.030976795	0	0.1419205	0.758457	0.7730621	41800434	0.0024660982	10830631	2681682	11006796	144	11055228	7608176	0.0028752869	11087915	50.073807	0.015834985	0.9459731	862	0.19259463	50.40335
GTEX-WFON-1726-SM-4LVMQ	1	B1	2 pieces,  ~9x9mm. Diffuse macrovesicular steatosis involves 90+ % of specimens, which are well - preserved	8	Liver	Liver	0-3 hours	BP-27491	RNA isolation_PAXgene Tissue miRNA	07/17/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.9427142	52472	0.98376983	877	0.94722366	0.90430576	0.33464032	21902	0.63208026	0.6673562	76	45.51568	0.0032004481	184	31321620	62084620	0.015594216	576719	65543780	4783250	0.5828352	132915	30262963	58781	0.036189537	0	0.07946412	0.5987214	0.85657984	39242462	0.0023609216	13087607	2405847	13264202	164	13282707	13147521	0.0027826831	13328403	50.08586	0.0087989895	0.9517332	864	0.36791974	50.335075
GTEX-WFON-1826-SM-3GILG	0	B1	2 pieces  ~10x10mm.  Essentially all fat; a few trace ductal units noted, encircled	6.2	Breast	Breast - Mammary Tissue	0-3 hours	BP-27491	RNA isolation_PAXgene Tissue miRNA	07/17/2012	LCSET-2025	09/11/2012	TrueSeq.v1	0.7485713	145219	0.97110456	970	0.7792695	0.8737352	0.2886466	24299	0.6262693	0.7278552	76	41.697052	0.0022489517	180	36384702	71344933	0.028636763	1245495	91553608	14906538	0.59134746	141770	33313853	71783	0.039433584	0	0.09736939	0.48803255	0.6808752	44681141	0.008622423	14360738	8737409	14932855	176	15960562	12007131	0.0053101503	15850627	49.827206	0.0136039965	0.80996776	821	0.3737307	50.976524
GTEX-WFON-1926-SM-3LK7L	0	B1	6 pieces  ~8x2.5mm.  Squamous epithelium is ~2-3% of thickness; abundant adnexal structures (hair, sebaceous glands, a few epidermal inclusion cysts) are present, representative ones encircled	7.7	Skin	Skin - Not Sun Exposed (Suprapubic)	0-3 hours	BP-27491	RNA isolation_PAXgene Tissue miRNA	07/17/2012	LCSET-2234	12/16/2012	TrueSeq.v1	0.92358285	145644	0.9751478	688	0.9317904	0.8524315	0.34455445	26740	0.66789377	0.7173207	76	62.74589	0.0022654128	398	56605730	96688360	0.024657963	929122	103766210	9284888	0.5860199	149847	46805317	49421	0.027890757	0	0.1227163	0.62233704	0.7942875	64577552	0.0025655434	20543396	4862601	20827896	349	21080198	17388327	0.0024141564	21020210	49.928757	0.008953994	0.93999803	884	0.33210623	50.343838
GTEX-WFON-2026-SM-4LVMW	0	B1	2 pieces,  ~9x7mm.  Spermatogenesis present	6.7	Testis	Testis	4-7 hours	BP-27491	RNA isolation_PAXgene Tissue miRNA	07/17/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.9323168	109193	0.9499416	619	0.9378775	0.8021792	0.37015784	32694	0.8529617	0.6999061	76	46.650314	0.0032028782	163	96059692	59091146	0.049827907	980171	63005186	4721920	0.604688	163458	28554223	37124	0.021651154	0	0.14776234	0.7999736	0.75234586	50402485	0.002370781	12254419	3186617	12406344	143	12476090	9403191	0.0027892964	12475407	49.998634	0.01555699	0.94343823	917	0.1470383	50.308025
GTEX-WFON-2126-SM-3LK7O	0	B1	6 pieces  ~7x2mm.  Up to  ~1mm layer of fat on dermal surface of several, delineated.  Squamous mucosa is ~2-3% of thickness	7.7	Skin	Skin - Sun Exposed (Lower leg)	0-3 hours	BP-27491	RNA isolation_PAXgene Tissue miRNA	07/17/2012	LCSET-2234	12/16/2012	TrueSeq.v1	0.92939	123693	0.97371554	742	0.93685704	0.84813434	0.35747582	24946	0.6528589	0.7682715	76	53.273434	0.0023063521	250	43844529	79887589	0.026092011	796013	85271912	7874370	0.58087724	142903	38670230	52262	0.031928476	0	0.12558118	0.6116355	0.79458064	52155330	0.0025790448	16765409	4042256	16920237	223	17130175	14475783	0.0024416116	17098776	49.954132	0.009334996	0.9443241	867	0.34714103	50.229805
GTEX-WFON-2226-SM-3TW8W	0	B1	2 pieces  ~11x8 mm.	6.2	Adipose Tissue	Adipose - Subcutaneous	0-3 hours	BP-27491	RNA isolation_PAXgene Tissue miRNA	07/17/2012	LCSET-2622	01/26/2013	TrueSeq.v1	0.93183094	158025	0.9716956	583	0.93993807	0.86377364	0.3300977	26312	0.778032	0.78234404	76	82.52861	0.0025134352	311	101957857	102408962	0.028014872	1784648	108952884	14362466	0.5811687	147951	49753984	39003	0.023329427	0	0.10792198	0.7313019	0.8118937	79677449	0.0026779575	21498630	6006280	21720585	324	21953789	18965313	0.0025949867	22002269	50.055145	0.016379999	0.94804525	905	0.221968	50.256775
GTEX-WFON-2326-SM-3LK7M	0	B1	2 pieces,  ~12x7mm.  Minimal interstitial fat, excellent specimens.	6.3	Muscle	Muscle - Skeletal	0-3 hours	BP-27493	RNA isolation_PAXgene Tissue miRNA	07/17/2012	LCSET-2234	12/16/2012	TrueSeq.v1	0.88717735	74483	0.98093164	958	0.8945072	0.92840886	0.33091593	22845	0.5510915	0.6530782	76	68.07171	0.00216543	400	37577998	99850877	0.018875457	1541006	111626692	9946388	0.59414345	136072	48568138	75602	0.046005003	0	0.052522764	0.49295533	0.8304684	55026972	0.0024772468	20798079	3657196	21279987	351	21444481	20900445	0.0023200607	21328485	49.8644	0.013804996	0.9018371	834	0.44890845	50.572643
GTEX-WFON-2526-SM-3LK7P	0	B1	2 pieces  ~1mm d. encircled;  75% of both aliquots (overall ~4x2mm) are attached vein and adipose tissue	7	Blood Vessel	Artery - Tibial	0-3 hours	BP-27493	RNA isolation_PAXgene Tissue miRNA	07/17/2012	LCSET-2234	12/16/2012	TrueSeq.v1	0.9063111	140895	0.9743075	752	0.91435045	0.8660115	0.31530705	24599	0.66349447	0.7086968	76	60.602455	0.0022235212	306	53390229	92700244	0.02540919	1162567	101383710	10229820	0.5820482	142259	44823202	63271	0.036048256	0	0.10829595	0.60666645	0.791838	61506094	0.0025176355	19057419	4602039	19345467	329	19553266	16189343	0.0023692853	19519350	49.956596	0.011467	0.9223898	857	0.3365056	50.375034
GTEX-WH7G-0002-SM-4LVN9		B1		10	Blood	Cells - EBV-transformed lymphocytes	0-(-3) hours	BP-31744	RNA isolation_Trizol Manual (Cell Pellet)	10/03/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.9300467	123517	0.96770585	763	0.93590343	0.8733557	0.32799688	21975	0.8076028	0.70458204	76	56.88887	0.0031704137	196	68162287	56270123	0.031954523	686854	60123854	4479738	0.59601426	129328	27208660	52380	0.03003752	0	0.09435012	0.7558383	0.81737655	45443914	0.0023641624	11919627	2931958	12058617	149	12141543	12242628	0.0027698106	12131994	49.98033	0.011423985	0.94176024	886	0.1923971	50.28983
GTEX-WH7G-0004-SM-3PYKL		B1			Blood	Whole Blood	0-(-3) hours	BP-26737	DNA isolation_Whole Blood_QIAGEN Puregene (Autopure)	06/28/2012	GTEx_batch9_EX_001	11/21/2012	Illumina Human Exome SNP Array																																													
GTEX-WH7G-0004-SM-3PZ86		B1			Blood	Whole Blood	0-(-3) hours	BP-26737	DNA isolation_Whole Blood_QIAGEN Puregene (Autopure)	06/28/2012	GTEx_batch9_OM5_001	11/21/2012	Illumina OMNI SNP Array																																													
GTEX-WH7G-0005-SM-3NMBX		B1		8.1	Blood	Whole Blood	0-(-3) hours	BP-26980	RNA isolation_PAXgene Blood RNA (Manual)	07/05/2012	LCSET-2385	12/16/2012	TrueSeq.v1	0.9189474	50909	0.96006477	772	0.9312028	0.9160752	0.30379754	20166	0.31986037	0.73824406	76	81.87996	0.0028815807	379	19468093	116336005	0.039852228	4896916	124930904	15220760	0.64608896	118972	56217684	58594	0.04051648	0	0.043989535	0.29785487	0.85305184	37211278	0.002968661	25659037	37476788	26498110	352	26752241	29325451	0.0029245478	26746459	49.9946	0.039196994	0.94345814	858	0.6801396	50.804367
GTEX-WH7G-0008-SM-4LVNM		B1		9.7	Skin	Cells - Transformed fibroblasts	4-7 hours	BP-32500	RNA isolation_Trizol Manual (Cell Pellet)	10/24/2012	LCSET-3632	08/08/2013	TrueSeq.v1	0.9450034	140886	0.977951	796	0.9499754	0.890997	0.37683246	22511	0.79277074	0.6481246	76	59.791443	0.002972812	222	70272607	65219883	0.021748934	823370	68654292	4921908	0.5520896	134151	31772385	59242	0.034250226	0	0.08695399	0.7531127	0.84642524	51704416	0.0021294176	14004023	3168440	14182042	173	14245136	15657011	0.002553322	14233719	49.979954	0.011992987	0.9549473	855	0.20722924	50.315792
GTEX-WH7G-0326-SM-3NMBH	1	B1	2 pieces, 8x5 & 13x6mm; No extraneous tissue.	8.3	Heart	Heart - Atrial Appendage	4-7 hours	BP-27751	RNA isolation_PAXgene Tissue miRNA	07/23/2012	LCSET-2385	12/16/2012	TrueSeq.v1	0.9294636	80773	0.9755183	895	0.94025904	0.90996295	0.31712615	23682	0.5526489	0.72919977	76	51.78604	0.002688991	391	34017384	90134255	0.024237067	2458549	95861086	11116822	0.5833704	140722	43664838	59934	0.034403227	0	0.06555534	0.5196331	0.8556009	49812597	0.0027801902	18877141	4299357	19193904	343	19337620	14613598	0.0027340672	19603815	50.34179	0.025646996	0.9510545	833	0.44735107	50.41602
GTEX-WH7G-0426-SM-3NMBJ	1	B1	2 pieces, 9x8 & 10x9mm; No extraneous tissue.	8.4	Heart	Heart - Left Ventricle	4-7 hours	BP-27751	RNA isolation_PAXgene Tissue miRNA	07/23/2012	LCSET-2385	12/16/2012	TrueSeq.v1	0.9346333	98622	0.9825285	769	0.9444406	0.9288818	0.31538332	23791	0.506721	0.7715347	76	73.33641	0.0026722378	396	38320041	118878613	0.017263155	3149317	125871988	14217142	0.63022375	140750	57675377	55043	0.035203617	0	0.053646713	0.47856793	0.87727374	60238294	0.0027035784	25277123	5515404	25760586	359	25934053	19634884	0.0026877453	26156337	50.21336	0.02502	0.9542479	849	0.49327895	50.473633
GTEX-WH7G-0526-SM-3NMBI	1	B1	2 pieces, 10x6 & 11x7mm; No extraneous tissue.	6.1	Thyroid	Thyroid	4-7 hours	BP-27491	RNA isolation_PAXgene Tissue miRNA	07/17/2012	LCSET-2385	12/16/2012	TrueSeq.v1	0.92211336	128115	0.96950436	669	0.9331206	0.83796203	0.3050796	25910	0.6740563	0.8184168	76	60.590103	0.0028537828	298	54400130	90325258	0.030259177	1119772	96799116	11798974	0.597428	146653	43510927	41098	0.02422874	0	0.13154228	0.62897587	0.78191966	60884307	0.0029158492	18971095	4477138	19132280	271	19419585	14350473	0.0028844501	19575232	50.199574	0.011567998	0.9441279	888	0.32594374	50.21151
